,CO2 factor,Date
311,0.3824156264579794,2022-01-03 21:45:00-08:00
312,0.3909178950478427,2022-01-03 22:00:00-08:00
313,0.3859581119356534,2022-01-03 22:15:00-08:00
314,0.3778529010642783,2022-01-03 22:30:00-08:00
315,0.36702613745927964,2022-01-03 22:45:00-08:00
316,0.3677615346191923,2022-01-03 23:00:00-08:00
317,0.36447277909243697,2022-01-03 23:15:00-08:00
318,0.35540722882928694,2022-01-03 23:30:00-08:00
319,0.3436536622444463,2022-01-03 23:45:00-08:00
320,0.41522195935512735,2022-01-04 00:00:00-08:00
321,0.40292168273215495,2022-01-04 00:15:00-08:00
322,0.397059026614059,2022-01-04 00:30:00-08:00
323,0.3828812563115073,2022-01-04 00:45:00-08:00
324,0.403376547330613,2022-01-04 01:00:00-08:00
325,0.403777988397523,2022-01-04 01:15:00-08:00
326,0.39716655330408934,2022-01-04 01:30:00-08:00
327,0.3926873263564153,2022-01-04 01:45:00-08:00
328,0.395372338196405,2022-01-04 02:00:00-08:00
329,0.39550357901197963,2022-01-04 02:15:00-08:00
330,0.3936647027057267,2022-01-04 02:30:00-08:00
331,0.3946054762901254,2022-01-04 02:45:00-08:00
332,0.39522073284517906,2022-01-04 03:00:00-08:00
333,0.3902541405681326,2022-01-04 03:15:00-08:00
334,0.3890928523158057,2022-01-04 03:30:00-08:00
335,0.3891341639244807,2022-01-04 03:45:00-08:00
336,0.35313670388616064,2022-01-04 04:00:00-08:00
337,0.36442261303665996,2022-01-04 04:15:00-08:00
338,0.38191601615745835,2022-01-04 04:30:00-08:00
339,0.39530772509282497,2022-01-04 04:45:00-08:00
340,0.3745612633765553,2022-01-04 05:00:00-08:00
341,0.37758193810513,2022-01-04 05:15:00-08:00
342,0.4056634676935853,2022-01-04 05:30:00-08:00
343,0.4600310738708953,2022-01-04 05:45:00-08:00
344,0.40917772148350634,2022-01-04 06:00:00-08:00
345,0.44344397753994796,2022-01-04 06:15:00-08:00
346,0.486631550734233,2022-01-04 06:30:00-08:00
347,0.5147757516350268,2022-01-04 06:45:00-08:00
348,0.519418987125485,2022-01-04 07:00:00-08:00
349,0.49165554721487337,2022-01-04 07:15:00-08:00
350,0.44174432766575333,2022-01-04 07:30:00-08:00
351,0.4070154883906663,2022-01-04 07:45:00-08:00
352,0.4093066806943713,2022-01-04 08:00:00-08:00
353,0.369901886746397,2022-01-04 08:15:00-08:00
354,0.26803119770122635,2022-01-04 08:30:00-08:00
355,0.15552796371373634,2022-01-04 08:45:00-08:00
356,0.272472171361431,2022-01-04 09:00:00-08:00
357,0.20142744255671366,2022-01-04 09:15:00-08:00
358,0.14905182292509453,2022-01-04 09:30:00-08:00
359,0.224700563037181,2022-01-04 09:45:00-08:00
360,0.31387861226652564,2022-01-04 10:00:00-08:00
361,0.342589840482398,2022-01-04 10:15:00-08:00
362,0.34820952997132837,2022-01-04 10:30:00-08:00
363,0.325512029232186,2022-01-04 10:45:00-08:00
364,0.3261010473330814,2022-01-04 11:00:00-08:00
365,0.32707102060328236,2022-01-04 11:15:00-08:00
366,0.030541026648067866,2022-01-04 11:30:00-08:00
367,0.33239798506246937,2022-01-04 11:45:00-08:00
368,0.337368800735467,2022-01-04 12:00:00-08:00
369,0.25080255781628563,2022-01-04 12:15:00-08:00
370,0.22596017874352933,2022-01-04 12:30:00-08:00
371,0.252692843045672,2022-01-04 12:45:00-08:00
372,0.315672317654009,2022-01-04 13:00:00-08:00
373,0.31287038570885567,2022-01-04 13:15:00-08:00
374,0.31373892465904835,2022-01-04 13:30:00-08:00
375,0.31579610684569165,2022-01-04 13:45:00-08:00
376,0.266198632216511,2022-01-04 14:00:00-08:00
377,0.27029775352854696,2022-01-04 14:15:00-08:00
378,0.28337411556619935,2022-01-04 14:30:00-08:00
379,0.27405186708164697,2022-01-04 14:45:00-08:00
380,0.037585092830237664,2022-01-04 15:00:00-08:00
381,0.05977959682050867,2022-01-04 15:15:00-08:00
382,0.27693246584449566,2022-01-04 15:30:00-08:00
383,0.35048232380301464,2022-01-04 15:45:00-08:00
384,0.3541576006316857,2022-01-04 16:00:00-08:00
385,0.43670729691140003,2022-01-04 16:15:00-08:00
386,0.5140208560172767,2022-01-04 16:30:00-08:00
387,0.6349641584556507,2022-01-04 16:45:00-08:00
388,0.5030370167668733,2022-01-04 17:00:00-08:00
389,0.5464324101688427,2022-01-04 17:15:00-08:00
390,0.5639326095589886,2022-01-04 17:30:00-08:00
391,0.5453352010275037,2022-01-04 17:45:00-08:00
392,0.5272078758833367,2022-01-04 18:00:00-08:00
393,0.507000334053917,2022-01-04 18:15:00-08:00
394,0.48170724096148304,2022-01-04 18:30:00-08:00
395,0.47076044137902295,2022-01-04 18:45:00-08:00
396,0.4523881349972767,2022-01-04 19:00:00-08:00
397,0.47383662706473,2022-01-04 19:15:00-08:00
398,0.4772869716503967,2022-01-04 19:30:00-08:00
399,0.4491867280488453,2022-01-04 19:45:00-08:00
400,0.45868696597312536,2022-01-04 20:00:00-08:00
401,0.43395344857187795,2022-01-04 20:15:00-08:00
402,0.41769837427093703,2022-01-04 20:30:00-08:00
403,0.409454548097456,2022-01-04 20:45:00-08:00
404,0.4174288293741453,2022-01-04 21:00:00-08:00
405,0.418015784321846,2022-01-04 21:15:00-08:00
406,0.423996379985508,2022-01-04 21:30:00-08:00
407,0.42330449549356297,2022-01-04 21:45:00-08:00
408,0.4423976918739327,2022-01-04 22:00:00-08:00
409,0.423658484036995,2022-01-04 22:15:00-08:00
410,0.4040426788162093,2022-01-04 22:30:00-08:00
411,0.39086473682420597,2022-01-04 22:45:00-08:00
412,0.38719739706723705,2022-01-04 23:00:00-08:00
413,0.38498057536810365,2022-01-04 23:15:00-08:00
414,0.36990055176491804,2022-01-04 23:30:00-08:00
415,0.36729830877662234,2022-01-04 23:45:00-08:00
416,0.34757525651870497,2022-01-05 00:00:00-08:00
417,0.33525869095245703,2022-01-05 00:15:00-08:00
418,0.322099901077906,2022-01-05 00:30:00-08:00
419,0.307024728840713,2022-01-05 00:45:00-08:00
420,0.3246042593155613,2022-01-05 01:00:00-08:00
