,SOC,SOC_pred,SOH,Voltage_pack,currents_pack,cycle_aging,calendar_aging,power_kW,pred_power_kW
1572,0.39735318540481185,0.42500000000000004,0.9993090799384532,342.4806581324662,58.397458440599905,9.56001953141704e-10,4.390586582367405e-07,20.0,20.0
1573,0.4404030172886833,0.4500000000000006,0.999308639923132,345.0734763231877,57.958670753554145,9.566629307526991e-10,4.390586582367405e-07,20.0,20.0
1574,0.4834826326987761,0.4750000000000012,0.999308199907149,347.6318637114846,57.5321254687945,9.573247868909517e-10,4.390586582367405e-07,20.0,20.0
1575,0.5265920712224423,0.5000000000000018,0.9993077598905032,350.6836219099601,57.03146297814589,9.579875227481389e-10,4.390586582367405e-07,20.0,20.0
1576,0.5697313725007491,0.5250000000000024,0.9993073198731939,354.38202956532655,56.436270271749805,9.58651139517928e-10,4.390586582367405e-07,20.0,20.0
1577,0.6129005762285682,0.5500000000000029,0.99930687985522,358.38167327144134,55.8064250814852,9.593156383959793e-10,4.390586582367405e-07,20.0,20.0
1578,0.6560997221546659,0.5750000000000031,0.9993064398365807,362.4759399996385,55.17607596250373,9.599810205799496e-10,4.390586582367405e-07,20.0,20.0
1579,0.6993288500817932,0.6000000000000032,0.9993059998172752,367.14108442809,54.474971198482955,9.606472872694966e-10,4.390586582367405e-07,20.0,20.0
1580,0.7425879998667759,0.6250000000000033,0.9993055597973025,371.2935526362758,53.865734694273755,9.613144396662808e-10,4.390586582367405e-07,20.0,20.0
1581,0.7858772114206046,0.6500000000000035,0.9993051197766618,375.23398483724526,53.300076240894974,9.61982478973971e-10,4.390586582367405e-07,20.0,20.0
1582,0.8291965247085257,0.6750000000000036,0.9993046797553522,379.8475166804522,52.652706998806195,9.626514063982458e-10,4.390586582367405e-07,20.0,20.0
1583,0.8725459797501316,0.7000000000000037,0.9993042397333728,384.56784306803985,52.006428411804286,9.633212231467987e-10,4.390586582367405e-07,20.0,20.0
1584,0.9159256166194519,0.7250000000000039,0.9993037997107226,387.826880469022,51.569401212759715,9.639919304293407e-10,4.390586582367405e-07,20.0,20.0
1585,0.9593354754450442,0.750000000000004,0.9993033596874008,389.5249230673293,51.34459649592949,9.646635294576045e-10,4.390586582367405e-07,20.0,20.0
1586,1.0027755964100848,0.7750000000000041,0.9993029196634066,392.1200842385172,51.00478349340168,9.653360214453473e-10,4.390586582367405e-07,20.0,20.0
1587,1.0462460197524608,0.8000000000000043,0.999302479638739,400.74832635181843,49.9066338768485,9.660094076083554e-10,4.390586582367405e-07,20.0,20.0
1588,1.0897467857648608,0.8250000000000044,0.999302039613397,400.74832635181843,49.9066338768485,9.666836891644466e-10,4.390586582367405e-07,20.0,20.0
1589,1.1332779347948672,0.8500000000000045,0.99930159958738,400.74832635181843,49.9066338768485,9.673588673334743e-10,4.390586582367405e-07,20.0,20.0
1590,1.176839507245047,0.8750000000000047,0.9993011595606868,400.74832635181843,49.9066338768485,9.680349433373318e-10,4.390586582367405e-07,20.0,20.0
1591,1.220431543573045,0.9000000000000001,0.9993007195333166,400.74832635181843,49.9066338768485,9.687119183999543e-10,4.390586582367405e-07,20.0,20.0
1592,1.220431543573045,0.9000000000000001,0.9993002804746584,400.74832635181843,0.0,0.0,4.390586582367405e-07,0.0,0.0
1593,1.1767784579380554,0.8750000000000007,0.9992998404459316,400.74832635181843,-49.9066338768485,9.7006856966644e-10,4.390586582367405e-07,-20.0,-20.0
1594,1.1330947867633359,0.8499999999999996,0.9992994004165251,400.74832635181843,-49.9066338768485,9.707482483271015e-10,4.390586582367405e-07,-20.0,-20.0
1595,1.176809084156601,0.8750000000000092,0.9992989603864381,400.74832635181843,49.9066338768485,9.714288309614486e-10,4.390586582367405e-07,20.0,20.0
1596,1.1330641198104354,0.8500000000000084,0.9992985203556695,400.74832635181843,-49.9066338768485,9.721103188036822e-10,4.390586582367405e-07,-20.0,-20.0
1597,1.0892884477213824,0.8250000000000077,0.9992980803242185,400.74832635181843,-49.9066338768485,9.72792713090068e-10,4.390586582367405e-07,-20.0,-20.0
1598,1.0454820270437302,0.800000000000007,0.9992976402920842,400.74832635181843,-49.9066338768485,9.734760150589393e-10,4.390586582367405e-07,-20.0,-20.0
1599,1.0214592358717858,0.7863000000000058,0.9992972006995862,400.74832635181843,-27.348835364512997,5.338398038209847e-10,4.390586582367405e-07,-10.960000000000008,-10.960000000000008
1600,0.9775911952757628,0.7613000000000051,0.9992967606660825,400.74832635181843,-49.9066338768485,9.748453465782882e-10,4.390586582367405e-07,-20.0,-20.0
1601,0.9336922832380787,0.7363000000000044,0.9992963206318929,394.3543507131219,-50.71580917982379,9.75531378615201e-10,4.390586582367405e-07,-20.0,-20.0
1602,0.8897624586892151,0.7113000000000035,0.9992958805970164,390.33011961656126,-51.23867976072893,9.762183233080811e-10,4.390586582367405e-07,-20.0,-20.0
1603,0.8458016805034606,0.6863000000000024,0.9992954405614519,388.54235652522374,-51.47443943785733,9.769061819056554e-10,4.390586582367405e-07,-20.0,-20.0
1604,0.8018099074988172,0.6613000000000012,0.9992950005251987,386.0941989391349,-51.80083009522985,9.775949556587418e-10,4.390586582367405e-07,-20.0,-20.0
1605,0.757787098436906,0.6362999999999999,0.9992945604882558,381.64858162387145,-52.404229867440534,9.782846458202513e-10,4.390586582367405e-07,-20.0,-20.0
1606,0.7137332120228723,0.6112999999999986,0.9992941204506224,376.76779784665985,-53.083092860658354,9.789752536451922e-10,4.390586582367405e-07,-20.0,-20.0
1607,0.6696482069052919,0.5862999999999974,0.9992936804122974,372.5605793685331,-53.68254481968744,9.796667803906746e-10,4.390586582367405e-07,-20.0,-20.0
1608,0.6255320416760758,0.5612999999999961,0.9992932403732799,368.55135794010704,-54.26652098579483,9.803592273159129e-10,4.390586582367405e-07,-20.0,-20.0
1609,0.5813846748703755,0.536299999999995,0.9992928003335692,363.7785219220849,-54.97850696167174,9.8105259568223e-10,4.390586582367405e-07,-20.0,-20.0
1610,0.5372060649664877,0.5112999999999939,0.999292360293164,359.4750744553055,-55.63668087503701,9.817468867530614e-10,4.390586582367405e-07,-20.0,-20.0
1611,0.4929961703857596,0.48629999999999285,0.9992919202520637,355.3637812920856,-56.2803556605599,9.824421017939581e-10,4.390586582367405e-07,-20.0,-20.0
