,50.0,100.0,200.0,400.0,800.0
0.1,4.704125173289153e-06,4.406895474010621e-06,4.455397745613782e-06,4.607250760681383e-06,4.725543498620807e-06
0.2,4.0885665524903905e-06,4.040356339847402e-06,4.274388453495724e-06,4.79680056091585e-06,4.710349311906361e-06
0.5,4.230139381204085e-06,4.306000073382131e-06,4.181791319871066e-06,3.786179501802102e-06,4.57450824029596e-06
1.0,4.247120116643186e-06,4.365355942745924e-06,3.285204050942903e-06,4.784256997058634e-06,4.7290249979673285e-06
2.0,5.606329866796209e-06,3.857135969875322e-06,3.627623764536695e-06,4.587464058688822e-06,4.616349566816668e-06
