,50.0,100.0,200.0,400.0,800.0
0.1,0.22717332974858545,0.2172364498692178,0.23750958209772394,0.23885816346986954,0.16573285307158647
0.2,0.23605205554154013,0.23611283723909854,0.2374224354742146,0.16435804223025197,0.24135457830177393
0.5,0.2357987525136746,0.2359842796632884,0.2376934320940302,0.24166836608004305,0.1678921359842342
1.0,0.16119996698141842,0.16221007581574948,0.24072752380450818,0.16677439015274653,0.24290008850814332
2.0,0.23651749059512045,0.23993622958675626,0.16598691825867246,0.1667948863116012,0.1678418284830994
