,Control_current,battery_voltage,station_net_grid_load_kW,station_total_load_kW,station_solar_load_ev,station_solar_grid,station_solar_battery,battery_power,average_cost_per_interval
0,0.0,361.22136623228323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-33.22062624690758,360.413328491893,4.2593518499241885,12.010000000000003,0.0,-0.0,0.0,-11.973156480233104,8823.1012887204
2,-19.71090490649849,359.9552073271732,-0.6206481500758168,7.129999999999998,0.0,-0.0,0.0,-7.09504286222486,8823.1012887204
3,-18.271344435799165,359.5227934512747,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.568964791668921,8823.1012887204
4,-18.271344435799165,359.10199569582204,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.5612762509412335,8823.1012887204
5,-16.056636019338658,358.7360501482608,-1.940648150075817,5.809999999999998,0.0,-0.0,0.0,-5.760094184245843,8823.1012887204
6,-32.8884199844385,357.9347765729803,4.139351849924186,11.89,0.0,-0.0,0.0,-11.771909258968336,8823.1012887204
7,0.0,357.98352584227064,-7.740648150075815,0.01,0.0,-0.0,0.0,0.0,8823.1012887204
8,0.0,357.98413155044494,-7.740648150075815,0.01,0.0,-0.0,0.0,0.0,8823.1012887204
9,0.0,357.9841330898856,-7.740648150075815,0.01,0.0,-0.0,0.0,0.0,8823.1012887204
10,0.0,357.98413309379816,-7.740648150075815,0.01,0.0,-0.0,0.0,0.0,8823.1012887204
11,-12.180896290532777,357.68396183433293,-3.3406481500758147,4.41,0.0,-0.0,0.0,-4.3569112438908935,8823.1012887204
12,-18.271344435799165,357.2513019622453,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.527461588289878,8823.1012887204
13,-18.271344435799165,356.8217673555482,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.519613413543819,8823.1012887204
14,-18.271344435799165,356.40040349540124,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.511914529322277,8823.1012887204
15,-18.271344435799165,355.96763494082603,-1.1406481500758154,6.609999999999999,0.0,-0.0,0.0,-6.50400726600065,8823.1012887204
