Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Solar Zenith Angle
2016,1,1,0,0,0,0,0,3,165.51
2016,1,1,0,30,0,0,0,2,165.12
2016,1,1,1,0,0,0,0,2,162.22
2016,1,1,1,30,0,0,0,2,157.79
2016,1,1,2,0,0,0,0,2,152.57
2016,1,1,2,30,0,0,0,1,146.96
2016,1,1,3,0,0,0,0,1,141.14
2016,1,1,3,30,0,0,0,1,135.21
2016,1,1,4,0,0,0,0,1,129.26
2016,1,1,4,30,0,0,0,0,123.3
2016,1,1,5,0,0,0,0,0,117.39
2016,1,1,5,30,0,0,0,0,111.54
2016,1,1,6,0,0,0,0,0,105.78
2016,1,1,6,30,0,0,0,0,100.15
2016,1,1,7,0,0,0,0,0,94.68
2016,1,1,7,30,0,0,0,1,89.4
2016,1,1,8,0,69,32,375,3,84.36
2016,1,1,8,30,149,49,557,4,79.62
2016,1,1,9,0,231,61,668,5,75.22
2016,1,1,9,30,308,69,742,6,71.24
2016,1,1,10,0,372,80,772,8,67.75
2016,1,1,10,30,428,85,808,8,64.84
2016,1,1,11,0,471,89,830,9,62.6
2016,1,1,11,30,499,91,844,9,61.09
2016,1,1,12,0,513,91,853,10,60.38
2016,1,1,12,30,510,91,851,10,60.48
2016,1,1,13,0,495,86,853,11,61.41
2016,1,1,13,30,462,84,836,11,63.11
2016,1,1,14,0,416,80,812,11,65.53
2016,1,1,14,30,357,75,773,10,68.59
2016,1,1,15,0,287,67,721,10,72.21000000000001
2016,1,1,15,30,209,58,638,9,76.31
2016,1,1,16,0,128,45,514,8,80.81
2016,1,1,16,30,50,27,309,7,85.63
2016,1,1,17,0,0,0,0,7,90.74
2016,1,1,17,30,0,0,0,6,96.07
2016,1,1,18,0,0,0,0,6,101.59
2016,1,1,18,30,0,0,0,6,107.25
2016,1,1,19,0,0,0,0,6,113.03
2016,1,1,19,30,0,0,0,5,118.9
2016,1,1,20,0,0,0,0,5,124.83
2016,1,1,20,30,0,0,0,5,130.78
2016,1,1,21,0,0,0,0,5,136.73
2016,1,1,21,30,0,0,0,4,142.63
2016,1,1,22,0,0,0,0,4,148.41
2016,1,1,22,30,0,0,0,4,153.94
2016,1,1,23,0,0,0,0,4,158.99
2016,1,1,23,30,0,0,0,4,163.1
2016,1,2,0,0,0,0,0,4,165.41
2016,1,2,0,30,0,0,0,4,165.07
2016,1,2,1,0,0,0,0,4,162.21
2016,1,2,1,30,0,0,0,4,157.81
2016,1,2,2,0,0,0,0,4,152.61
2016,1,2,2,30,0,0,0,4,147.0
2016,1,2,3,0,0,0,0,4,141.18
2016,1,2,3,30,0,0,0,4,135.26
2016,1,2,4,0,0,0,0,4,129.31
2016,1,2,4,30,0,0,0,3,123.35
2016,1,2,5,0,0,0,0,3,117.43
2016,1,2,5,30,0,0,0,3,111.58
2016,1,2,6,0,0,0,0,3,105.83
2016,1,2,6,30,0,0,0,3,100.19
2016,1,2,7,0,0,0,0,3,94.71
2016,1,2,7,30,0,0,0,4,89.43
2016,1,2,8,0,28,28,0,5,84.38
2016,1,2,8,30,62,62,0,6,79.62
2016,1,2,9,0,96,93,10,7,75.21000000000001
2016,1,2,9,30,128,122,19,8,71.22
2016,1,2,10,0,157,147,27,10,67.72
2016,1,2,10,30,106,106,0,11,64.81
2016,1,2,11,0,267,204,135,13,62.55
2016,1,2,11,30,369,190,370,13,61.02
2016,1,2,12,0,334,218,234,14,60.29
2016,1,2,12,30,315,221,188,14,60.39
2016,1,2,13,0,303,216,180,15,61.3
2016,1,2,13,30,188,176,25,15,62.99
2016,1,2,14,0,159,153,13,15,65.41
2016,1,2,14,30,137,133,8,14,68.47
2016,1,2,15,0,110,109,2,14,72.08
2016,1,2,15,30,80,80,0,12,76.17
2016,1,2,16,0,49,49,0,11,80.67
2016,1,2,16,30,19,19,0,10,85.49
2016,1,2,17,0,0,0,0,10,90.6
2016,1,2,17,30,0,0,0,9,95.93
2016,1,2,18,0,0,0,0,8,101.45
2016,1,2,18,30,0,0,0,8,107.11
2016,1,2,19,0,0,0,0,8,112.89
2016,1,2,19,30,0,0,0,7,118.76
2016,1,2,20,0,0,0,0,7,124.69
2016,1,2,20,30,0,0,0,6,130.65
2016,1,2,21,0,0,0,0,6,136.6
2016,1,2,21,30,0,0,0,6,142.49
2016,1,2,22,0,0,0,0,6,148.27
2016,1,2,22,30,0,0,0,6,153.8
2016,1,2,23,0,0,0,0,7,158.85
2016,1,2,23,30,0,0,0,6,162.97
2016,1,3,0,0,0,0,0,6,165.31
2016,1,3,0,30,0,0,0,6,165.0
2016,1,3,1,0,0,0,0,6,162.19
2016,1,3,1,30,0,0,0,6,157.82
2016,1,3,2,0,0,0,0,6,152.63
2016,1,3,2,30,0,0,0,6,147.04
2016,1,3,3,0,0,0,0,7,141.23
2016,1,3,3,30,0,0,0,7,135.31
2016,1,3,4,0,0,0,0,7,129.35
2016,1,3,4,30,0,0,0,7,123.4
2016,1,3,5,0,0,0,0,7,117.48
2016,1,3,5,30,0,0,0,7,111.62
2016,1,3,6,0,0,0,0,7,105.86
2016,1,3,6,30,0,0,0,7,100.22
2016,1,3,7,0,0,0,0,7,94.74
2016,1,3,7,30,0,0,0,8,89.44
2016,1,3,8,0,40,34,55,9,84.39
2016,1,3,8,30,87,69,97,10,79.63
2016,1,3,9,0,134,103,120,11,75.21000000000001
2016,1,3,9,30,179,135,134,11,71.2
2016,1,3,10,0,217,161,147,12,67.69
2016,1,3,10,30,334,150,431,12,64.76
2016,1,3,11,0,347,181,360,13,62.49
2016,1,3,11,30,328,212,239,13,60.95
2016,1,3,12,0,382,196,374,14,60.21
2016,1,3,12,30,414,169,494,14,60.29
2016,1,3,13,0,326,210,241,15,61.19
2016,1,3,13,30,338,180,344,15,62.870000000000005
2016,1,3,14,0,277,175,243,15,65.28
2016,1,3,14,30,234,152,222,15,68.33
2016,1,3,15,0,186,128,188,15,71.94
2016,1,3,15,30,135,96,162,14,76.03
2016,1,3,16,0,81,63,111,13,80.53
2016,1,3,16,30,32,29,42,12,85.35000000000001
2016,1,3,17,0,0,0,0,12,90.45
2016,1,3,17,30,0,0,0,11,95.79
2016,1,3,18,0,0,0,0,11,101.31
2016,1,3,18,30,0,0,0,10,106.97
2016,1,3,19,0,0,0,0,9,112.75
2016,1,3,19,30,0,0,0,8,118.62
2016,1,3,20,0,0,0,0,8,124.55
2016,1,3,20,30,0,0,0,8,130.51
2016,1,3,21,0,0,0,0,8,136.46
2016,1,3,21,30,0,0,0,8,142.35
2016,1,3,22,0,0,0,0,8,148.13
2016,1,3,22,30,0,0,0,8,153.65
2016,1,3,23,0,0,0,0,8,158.71
2016,1,3,23,30,0,0,0,8,162.83
2016,1,4,0,0,0,0,0,8,165.19
2016,1,4,0,30,0,0,0,8,164.93
2016,1,4,1,0,0,0,0,8,162.17000000000002
2016,1,4,1,30,0,0,0,8,157.82
2016,1,4,2,0,0,0,0,8,152.66
2016,1,4,2,30,0,0,0,8,147.07
2016,1,4,3,0,0,0,0,9,141.26
2016,1,4,3,30,0,0,0,9,135.35
2016,1,4,4,0,0,0,0,9,129.39
2016,1,4,4,30,0,0,0,9,123.44
2016,1,4,5,0,0,0,0,10,117.52
2016,1,4,5,30,0,0,0,10,111.66
2016,1,4,6,0,0,0,0,10,105.89
2016,1,4,6,30,0,0,0,10,100.25
2016,1,4,7,0,0,0,0,11,94.76
2016,1,4,7,30,0,0,0,11,89.46000000000001
2016,1,4,8,0,15,15,0,12,84.4
2016,1,4,8,30,32,32,0,12,79.62
2016,1,4,9,0,50,50,0,13,75.19
2016,1,4,9,30,67,67,0,13,71.17
2016,1,4,10,0,82,82,0,14,67.65
2016,1,4,10,30,356,131,524,14,64.7
2016,1,4,11,0,366,168,427,15,62.42
2016,1,4,11,30,306,218,179,15,60.870000000000005
2016,1,4,12,0,378,201,355,16,60.11
2016,1,4,12,30,377,204,348,16,60.18
2016,1,4,13,0,19,19,0,16,61.07
2016,1,4,13,30,449,81,802,15,62.74
2016,1,4,14,0,331,145,443,15,65.14
2016,1,4,14,30,251,147,281,14,68.19
2016,1,4,15,0,202,124,247,14,71.8
2016,1,4,15,30,147,95,216,13,75.89
2016,1,4,16,0,90,63,165,13,80.38
2016,1,4,16,30,37,30,80,12,85.21000000000001
2016,1,4,17,0,0,0,0,12,90.31
2016,1,4,17,30,0,0,0,12,95.64
2016,1,4,18,0,0,0,0,12,101.16
2016,1,4,18,30,0,0,0,12,106.83
2016,1,4,19,0,0,0,0,12,112.61
2016,1,4,19,30,0,0,0,12,118.48
2016,1,4,20,0,0,0,0,12,124.41
2016,1,4,20,30,0,0,0,12,130.36
2016,1,4,21,0,0,0,0,12,136.31
2016,1,4,21,30,0,0,0,12,142.21
2016,1,4,22,0,0,0,0,12,147.98
2016,1,4,22,30,0,0,0,12,153.51
2016,1,4,23,0,0,0,0,12,158.56
2016,1,4,23,30,0,0,0,12,162.69
2016,1,5,0,0,0,0,0,12,165.07
2016,1,5,0,30,0,0,0,12,164.86
2016,1,5,1,0,0,0,0,12,162.14
2016,1,5,1,30,0,0,0,12,157.82
2016,1,5,2,0,0,0,0,12,152.67000000000002
2016,1,5,2,30,0,0,0,12,147.09
2016,1,5,3,0,0,0,0,12,141.3
2016,1,5,3,30,0,0,0,12,135.39
2016,1,5,4,0,0,0,0,12,129.43
2016,1,5,4,30,0,0,0,11,123.47
2016,1,5,5,0,0,0,0,11,117.55
2016,1,5,5,30,0,0,0,11,111.69
2016,1,5,6,0,0,0,0,11,105.92
2016,1,5,6,30,0,0,0,10,100.27
2016,1,5,7,0,0,0,0,10,94.77
2016,1,5,7,30,0,0,0,10,89.46000000000001
2016,1,5,8,0,43,34,92,11,84.39
2016,1,5,8,30,94,68,145,11,79.61
2016,1,5,9,0,147,100,183,12,75.17
2016,1,5,9,30,196,132,199,12,71.14
2016,1,5,10,0,240,159,213,13,67.6
2016,1,5,10,30,96,96,0,13,64.64
2016,1,5,11,0,169,165,9,13,62.34
2016,1,5,11,30,91,91,0,13,60.78
2016,1,5,12,0,91,91,0,13,60.01
2016,1,5,12,30,321,224,194,12,60.06
2016,1,5,13,0,110,110,0,12,60.94
2016,1,5,13,30,87,87,0,11,62.61
2016,1,5,14,0,111,111,0,11,65.0
2016,1,5,14,30,145,139,15,11,68.04
2016,1,5,15,0,118,115,9,11,71.65
2016,1,5,15,30,87,87,0,10,75.74
2016,1,5,16,0,54,54,0,10,80.23
2016,1,5,16,30,23,23,0,9,85.05
2016,1,5,17,0,0,0,0,9,90.16
2016,1,5,17,30,0,0,0,9,95.49
2016,1,5,18,0,0,0,0,9,101.01
2016,1,5,18,30,0,0,0,8,106.68
2016,1,5,19,0,0,0,0,8,112.46
2016,1,5,19,30,0,0,0,8,118.33
2016,1,5,20,0,0,0,0,8,124.26
2016,1,5,20,30,0,0,0,8,130.22
2016,1,5,21,0,0,0,0,8,136.17000000000002
2016,1,5,21,30,0,0,0,7,142.06
2016,1,5,22,0,0,0,0,7,147.83
2016,1,5,22,30,0,0,0,7,153.36
2016,1,5,23,0,0,0,0,8,158.41
2016,1,5,23,30,0,0,0,8,162.54
2016,1,6,0,0,0,0,0,8,164.94
2016,1,6,0,30,0,0,0,8,164.77
2016,1,6,1,0,0,0,0,9,162.09
2016,1,6,1,30,0,0,0,9,157.81
2016,1,6,2,0,0,0,0,9,152.68
2016,1,6,2,30,0,0,0,9,147.12
2016,1,6,3,0,0,0,0,9,141.32
2016,1,6,3,30,0,0,0,9,135.41
2016,1,6,4,0,0,0,0,9,129.46
2016,1,6,4,30,0,0,0,9,123.5
2016,1,6,5,0,0,0,0,10,117.58
2016,1,6,5,30,0,0,0,10,111.71
2016,1,6,6,0,0,0,0,11,105.94
2016,1,6,6,30,0,0,0,11,100.28
2016,1,6,7,0,0,0,0,12,94.78
2016,1,6,7,30,0,0,0,12,89.46000000000001
2016,1,6,8,0,1,1,0,12,84.39
2016,1,6,8,30,3,3,0,11,79.59
2016,1,6,9,0,4,4,0,11,75.14
2016,1,6,9,30,6,6,0,11,71.10000000000001
2016,1,6,10,0,8,8,0,12,67.55
2016,1,6,10,30,356,134,517,12,64.58
2016,1,6,11,0,243,203,84,12,62.26
2016,1,6,11,30,177,173,8,12,60.68
2016,1,6,12,0,331,224,213,12,59.89
2016,1,6,12,30,331,224,213,12,59.94
2016,1,6,13,0,151,151,0,12,60.81
2016,1,6,13,30,49,49,0,11,62.47
2016,1,6,14,0,87,87,0,11,64.85
2016,1,6,14,30,253,150,273,11,67.89
2016,1,6,15,0,206,131,236,11,71.5
2016,1,6,15,30,151,101,201,10,75.58
2016,1,6,16,0,92,68,141,10,80.07000000000001
2016,1,6,16,30,39,33,59,9,84.9
2016,1,6,17,0,0,0,0,9,90.0
2016,1,6,17,30,0,0,0,8,95.34
2016,1,6,18,0,0,0,0,8,100.86
2016,1,6,18,30,0,0,0,8,106.53
2016,1,6,19,0,0,0,0,8,112.31
2016,1,6,19,30,0,0,0,8,118.18
2016,1,6,20,0,0,0,0,8,124.11
2016,1,6,20,30,0,0,0,8,130.07
2016,1,6,21,0,0,0,0,8,136.02
2016,1,6,21,30,0,0,0,7,141.91
2016,1,6,22,0,0,0,0,7,147.68
2016,1,6,22,30,0,0,0,7,153.20000000000002
2016,1,6,23,0,0,0,0,7,158.25
2016,1,6,23,30,0,0,0,7,162.38
2016,1,7,0,0,0,0,0,7,164.81
2016,1,7,0,30,0,0,0,7,164.67000000000002
2016,1,7,1,0,0,0,0,7,162.04
2016,1,7,1,30,0,0,0,7,157.79
2016,1,7,2,0,0,0,0,7,152.68
2016,1,7,2,30,0,0,0,7,147.13
2016,1,7,3,0,0,0,0,7,141.34
2016,1,7,3,30,0,0,0,7,135.44
2016,1,7,4,0,0,0,0,7,129.48
2016,1,7,4,30,0,0,0,7,123.53
2016,1,7,5,0,0,0,0,7,117.6
2016,1,7,5,30,0,0,0,7,111.73
2016,1,7,6,0,0,0,0,7,105.95
2016,1,7,6,30,0,0,0,7,100.29
2016,1,7,7,0,0,0,0,8,94.78
2016,1,7,7,30,0,0,0,8,89.46000000000001
2016,1,7,8,0,59,40,191,9,84.37
2016,1,7,8,30,133,66,372,10,79.57000000000001
2016,1,7,9,0,216,74,554,11,75.10000000000001
2016,1,7,9,30,291,84,637,11,71.05
2016,1,7,10,0,370,70,783,12,67.49
2016,1,7,10,30,426,74,818,12,64.5
2016,1,7,11,0,469,78,837,12,62.17
2016,1,7,11,30,365,200,335,12,60.57
2016,1,7,12,0,375,212,324,12,59.78
2016,1,7,12,30,387,199,373,12,59.81
2016,1,7,13,0,494,84,838,12,60.67
2016,1,7,13,30,464,82,822,12,62.32
2016,1,7,14,0,419,79,794,12,64.7
2016,1,7,14,30,362,75,757,11,67.73
2016,1,7,15,0,295,67,711,11,71.34
2016,1,7,15,30,219,59,635,10,75.42
2016,1,7,16,0,139,46,529,10,79.91
2016,1,7,16,30,61,30,344,9,84.74
2016,1,7,17,0,0,0,0,8,89.84
2016,1,7,17,30,0,0,0,8,95.18
2016,1,7,18,0,0,0,0,8,100.7
2016,1,7,18,30,0,0,0,8,106.37
2016,1,7,19,0,0,0,0,8,112.16
2016,1,7,19,30,0,0,0,8,118.03
2016,1,7,20,0,0,0,0,8,123.96
2016,1,7,20,30,0,0,0,8,129.92000000000002
2016,1,7,21,0,0,0,0,8,135.87
2016,1,7,21,30,0,0,0,7,141.76
2016,1,7,22,0,0,0,0,7,147.53
2016,1,7,22,30,0,0,0,7,153.04
2016,1,7,23,0,0,0,0,7,158.09
2016,1,7,23,30,0,0,0,6,162.22
2016,1,8,0,0,0,0,0,6,164.66
2016,1,8,0,30,0,0,0,6,164.57
2016,1,8,1,0,0,0,0,7,161.98
2016,1,8,1,30,0,0,0,7,157.77
2016,1,8,2,0,0,0,0,7,152.68
2016,1,8,2,30,0,0,0,7,147.14
2016,1,8,3,0,0,0,0,7,141.36
2016,1,8,3,30,0,0,0,7,135.46
2016,1,8,4,0,0,0,0,7,129.5
2016,1,8,4,30,0,0,0,7,123.54
2016,1,8,5,0,0,0,0,7,117.61
2016,1,8,5,30,0,0,0,6,111.74
2016,1,8,6,0,0,0,0,6,105.96
2016,1,8,6,30,0,0,0,6,100.29
2016,1,8,7,0,0,0,0,6,94.78
2016,1,8,7,30,0,0,0,6,89.45
2016,1,8,8,0,44,35,96,7,84.35000000000001
2016,1,8,8,30,96,69,150,7,79.54
2016,1,8,9,0,150,102,187,8,75.06
2016,1,8,9,30,200,133,205,9,71.0
2016,1,8,10,0,240,160,207,10,67.42
2016,1,8,10,30,267,187,186,11,64.42
2016,1,8,11,0,273,208,138,12,62.07
2016,1,8,11,30,364,202,328,12,60.46
2016,1,8,12,0,376,215,318,13,59.65
2016,1,8,12,30,356,218,273,13,59.67
2016,1,8,13,0,297,221,153,14,60.52
2016,1,8,13,30,346,186,341,13,62.16
2016,1,8,14,0,304,173,305,13,64.54
2016,1,8,14,30,270,145,328,13,67.57000000000001
2016,1,8,15,0,218,129,275,13,71.17
2016,1,8,15,30,161,100,241,12,75.26
2016,1,8,16,0,101,68,182,11,79.75
2016,1,8,16,30,44,35,97,10,84.58
2016,1,8,17,0,0,0,0,10,89.68
2016,1,8,17,30,0,0,0,9,95.02
2016,1,8,18,0,0,0,0,9,100.55
2016,1,8,18,30,0,0,0,8,106.22
2016,1,8,19,0,0,0,0,8,112.0
2016,1,8,19,30,0,0,0,8,117.88
2016,1,8,20,0,0,0,0,8,123.81
2016,1,8,20,30,0,0,0,8,129.77
2016,1,8,21,0,0,0,0,8,135.71
2016,1,8,21,30,0,0,0,8,141.61
2016,1,8,22,0,0,0,0,8,147.37
2016,1,8,22,30,0,0,0,7,152.88
2016,1,8,23,0,0,0,0,7,157.92000000000002
2016,1,8,23,30,0,0,0,7,162.06
2016,1,9,0,0,0,0,0,7,164.51
2016,1,9,0,30,0,0,0,7,164.46
2016,1,9,1,0,0,0,0,8,161.92000000000002
2016,1,9,1,30,0,0,0,8,157.74
2016,1,9,2,0,0,0,0,8,152.67000000000002
2016,1,9,2,30,0,0,0,8,147.14
2016,1,9,3,0,0,0,0,8,141.37
2016,1,9,3,30,0,0,0,8,135.47
2016,1,9,4,0,0,0,0,8,129.52
2016,1,9,4,30,0,0,0,8,123.56
2016,1,9,5,0,0,0,0,9,117.62
2016,1,9,5,30,0,0,0,9,111.75
2016,1,9,6,0,0,0,0,9,105.96
2016,1,9,6,30,0,0,0,9,100.29
2016,1,9,7,0,0,0,0,9,94.77
2016,1,9,7,30,0,0,0,9,89.43
2016,1,9,8,0,43,35,79,9,84.33
2016,1,9,8,30,93,69,130,9,79.5
2016,1,9,9,0,144,103,158,10,75.01
2016,1,9,9,30,192,135,174,10,70.94
2016,1,9,10,0,228,163,168,10,67.35
2016,1,9,10,30,139,139,0,10,64.33
2016,1,9,11,0,307,205,216,11,61.97
2016,1,9,11,30,380,194,375,11,60.34
2016,1,9,12,0,344,224,236,11,59.52
2016,1,9,12,30,312,230,162,11,59.52
2016,1,9,13,0,339,215,249,11,60.36
2016,1,9,13,30,283,209,158,11,62.0
2016,1,9,14,0,194,176,42,11,64.37
2016,1,9,14,30,174,155,47,11,67.4
2016,1,9,15,0,142,129,39,11,71.0
2016,1,9,15,30,105,98,27,11,75.09
2016,1,9,16,0,67,65,11,11,79.58
2016,1,9,16,30,30,30,0,11,84.41
2016,1,9,17,0,0,0,0,11,89.52
2016,1,9,17,30,0,0,0,10,94.86
2016,1,9,18,0,0,0,0,10,100.39
2016,1,9,18,30,0,0,0,10,106.06
2016,1,9,19,0,0,0,0,10,111.85
2016,1,9,19,30,0,0,0,10,117.72
2016,1,9,20,0,0,0,0,10,123.65
2016,1,9,20,30,0,0,0,10,129.61
2016,1,9,21,0,0,0,0,10,135.56
2016,1,9,21,30,0,0,0,9,141.45000000000002
2016,1,9,22,0,0,0,0,9,147.21
2016,1,9,22,30,0,0,0,9,152.72
2016,1,9,23,0,0,0,0,9,157.76
2016,1,9,23,30,0,0,0,9,161.89
2016,1,10,0,0,0,0,0,9,164.35
2016,1,10,0,30,0,0,0,8,164.34
2016,1,10,1,0,0,0,0,8,161.84
2016,1,10,1,30,0,0,0,8,157.69
2016,1,10,2,0,0,0,0,9,152.65
2016,1,10,2,30,0,0,0,9,147.13
2016,1,10,3,0,0,0,0,9,141.37
2016,1,10,3,30,0,0,0,8,135.48
2016,1,10,4,0,0,0,0,8,129.53
2016,1,10,4,30,0,0,0,8,123.56
2016,1,10,5,0,0,0,0,8,117.63
2016,1,10,5,30,0,0,0,7,111.75
2016,1,10,6,0,0,0,0,7,105.96
2016,1,10,6,30,0,0,0,7,100.28
2016,1,10,7,0,0,0,0,7,94.75
2016,1,10,7,30,0,0,0,8,89.41
2016,1,10,8,0,67,33,342,9,84.29
2016,1,10,8,30,146,51,521,9,79.46000000000001
2016,1,10,9,0,229,60,652,10,74.96000000000001
2016,1,10,9,30,306,68,725,11,70.87
2016,1,10,10,0,377,69,796,12,67.26
2016,1,10,10,30,376,118,592,12,64.23
2016,1,10,11,0,360,182,378,13,61.85
2016,1,10,11,30,318,222,193,13,60.22
2016,1,10,12,0,293,230,122,14,59.38
2016,1,10,12,30,292,231,120,14,59.370000000000005
2016,1,10,13,0,270,221,99,15,60.2
2016,1,10,13,30,267,210,122,15,61.83
2016,1,10,14,0,203,180,52,15,64.2
2016,1,10,14,30,285,141,371,14,67.23
2016,1,10,15,0,232,120,341,14,70.83
2016,1,10,15,30,174,93,313,13,74.91
2016,1,10,16,0,112,65,261,12,79.41
2016,1,10,16,30,52,34,180,11,84.24
2016,1,10,17,0,0,0,0,11,89.35000000000001
2016,1,10,17,30,0,0,0,10,94.7
2016,1,10,18,0,0,0,0,9,100.22
2016,1,10,18,30,0,0,0,9,105.9
2016,1,10,19,0,0,0,0,9,111.69
2016,1,10,19,30,0,0,0,9,117.56
2016,1,10,20,0,0,0,0,9,123.5
2016,1,10,20,30,0,0,0,9,129.45
2016,1,10,21,0,0,0,0,9,135.4
2016,1,10,21,30,0,0,0,9,141.29
2016,1,10,22,0,0,0,0,9,147.05
2016,1,10,22,30,0,0,0,9,152.55
2016,1,10,23,0,0,0,0,9,157.58
2016,1,10,23,30,0,0,0,9,161.71
2016,1,11,0,0,0,0,0,9,164.19
2016,1,11,0,30,0,0,0,9,164.21
2016,1,11,1,0,0,0,0,9,161.76
2016,1,11,1,30,0,0,0,9,157.65
2016,1,11,2,0,0,0,0,9,152.62
2016,1,11,2,30,0,0,0,9,147.12
2016,1,11,3,0,0,0,0,9,141.37
2016,1,11,3,30,0,0,0,9,135.48
2016,1,11,4,0,0,0,0,9,129.53
2016,1,11,4,30,0,0,0,9,123.57
2016,1,11,5,0,0,0,0,9,117.63
2016,1,11,5,30,0,0,0,9,111.75
2016,1,11,6,0,0,0,0,9,105.95
2016,1,11,6,30,0,0,0,9,100.27
2016,1,11,7,0,0,0,0,9,94.73
2016,1,11,7,30,0,0,0,9,89.38
2016,1,11,8,0,52,34,177,10,84.25
2016,1,11,8,30,113,64,264,10,79.41
2016,1,11,9,0,176,93,317,11,74.9
2016,1,11,9,30,234,120,348,12,70.79
2016,1,11,10,0,286,141,374,13,67.17
2016,1,11,10,30,263,190,167,13,64.13
2016,1,11,11,0,308,207,212,14,61.74
2016,1,11,11,30,354,213,283,15,60.08
2016,1,11,12,0,369,218,295,16,59.23
2016,1,11,12,30,354,224,253,16,59.21
2016,1,11,13,0,376,201,350,16,60.04
2016,1,11,13,30,340,196,302,16,61.66
2016,1,11,14,0,348,151,450,16,64.02
2016,1,11,14,30,303,137,425,16,67.05
2016,1,11,15,0,305,64,729,16,70.65
2016,1,11,15,30,230,56,659,15,74.74
2016,1,11,16,0,150,44,565,14,79.23
2016,1,11,16,30,71,30,397,13,84.07000000000001
2016,1,11,17,0,0,0,0,13,89.18
2016,1,11,17,30,0,0,0,12,94.53
2016,1,11,18,0,0,0,0,12,100.06
2016,1,11,18,30,0,0,0,11,105.73
2016,1,11,19,0,0,0,0,11,111.53
2016,1,11,19,30,0,0,0,10,117.4
2016,1,11,20,0,0,0,0,10,123.34
2016,1,11,20,30,0,0,0,10,129.3
2016,1,11,21,0,0,0,0,10,135.24
2016,1,11,21,30,0,0,0,9,141.13
2016,1,11,22,0,0,0,0,9,146.88
2016,1,11,22,30,0,0,0,8,152.38
2016,1,11,23,0,0,0,0,8,157.4
2016,1,11,23,30,0,0,0,8,161.53
2016,1,12,0,0,0,0,0,8,164.02
2016,1,12,0,30,0,0,0,7,164.07
2016,1,12,1,0,0,0,0,7,161.67000000000002
2016,1,12,1,30,0,0,0,7,157.59
2016,1,12,2,0,0,0,0,8,152.59
2016,1,12,2,30,0,0,0,8,147.1
2016,1,12,3,0,0,0,0,9,141.36
2016,1,12,3,30,0,0,0,8,135.47
2016,1,12,4,0,0,0,0,8,129.52
2016,1,12,4,30,0,0,0,7,123.56
2016,1,12,5,0,0,0,0,7,117.62
2016,1,12,5,30,0,0,0,7,111.74
2016,1,12,6,0,0,0,0,7,105.94
2016,1,12,6,30,0,0,0,7,100.25
2016,1,12,7,0,0,0,0,7,94.7
2016,1,12,7,30,0,0,0,8,89.34
2016,1,12,8,0,72,29,421,10,84.21000000000001
2016,1,12,8,30,153,44,592,10,79.35000000000001
2016,1,12,9,0,236,54,695,11,74.83
2016,1,12,9,30,313,61,763,12,70.71000000000001
2016,1,12,10,0,313,121,494,13,67.08
2016,1,12,10,30,353,146,473,14,64.01
2016,1,12,11,0,377,174,426,15,61.61
2016,1,12,11,30,416,173,486,15,59.94
2016,1,12,12,0,381,214,324,16,59.08
2016,1,12,12,30,412,193,425,16,59.05
2016,1,12,13,0,371,208,324,17,59.86
2016,1,12,13,30,404,152,526,17,61.48
2016,1,12,14,0,278,191,196,17,63.84
2016,1,12,14,30,319,119,509,16,66.87
2016,1,12,15,0,262,107,461,16,70.46000000000001
2016,1,12,15,30,197,85,421,14,74.55
2016,1,12,16,0,128,63,344,13,79.05
2016,1,12,16,30,61,36,239,12,83.89
2016,1,12,17,0,0,0,0,12,89.01
2016,1,12,17,30,0,0,0,12,94.36
2016,1,12,18,0,0,0,0,12,99.89
2016,1,12,18,30,0,0,0,12,105.57
2016,1,12,19,0,0,0,0,12,111.36
2016,1,12,19,30,0,0,0,12,117.24
2016,1,12,20,0,0,0,0,12,123.18
2016,1,12,20,30,0,0,0,12,129.13
2016,1,12,21,0,0,0,0,12,135.08
2016,1,12,21,30,0,0,0,12,140.96
2016,1,12,22,0,0,0,0,12,146.71
2016,1,12,22,30,0,0,0,12,152.21
2016,1,12,23,0,0,0,0,12,157.22
2016,1,12,23,30,0,0,0,12,161.34
2016,1,13,0,0,0,0,0,13,163.84
2016,1,13,0,30,0,0,0,13,163.93
2016,1,13,1,0,0,0,0,13,161.57
2016,1,13,1,30,0,0,0,13,157.53
2016,1,13,2,0,0,0,0,13,152.55
2016,1,13,2,30,0,0,0,13,147.08
2016,1,13,3,0,0,0,0,13,141.34
2016,1,13,3,30,0,0,0,13,135.46
2016,1,13,4,0,0,0,0,13,129.51
2016,1,13,4,30,0,0,0,13,123.55
2016,1,13,5,0,0,0,0,13,117.61
2016,1,13,5,30,0,0,0,12,111.72
2016,1,13,6,0,0,0,0,12,105.92
2016,1,13,6,30,0,0,0,11,100.22
2016,1,13,7,0,0,0,0,11,94.67
2016,1,13,7,30,0,0,0,12,89.3
2016,1,13,8,0,70,32,373,13,84.16
2016,1,13,8,30,151,48,553,13,79.29
2016,1,13,9,0,232,61,649,14,74.75
2016,1,13,9,30,180,137,129,14,70.62
2016,1,13,10,0,374,84,740,15,66.97
2016,1,13,10,30,306,181,285,15,63.9
2016,1,13,11,0,478,89,815,15,61.48
2016,1,13,11,30,419,173,488,15,59.79
