date,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Solar Zenith Angle,Year
2018-01-01 00:00:00,1,1,0,0,0,0,0,10.4,165.47,2018
2018-01-01 00:30:00,1,1,0,30,0,0,0,10.4,165.11,2018
2018-01-01 01:00:00,1,1,1,0,0,0,0,10.3,162.23,2018
2018-01-01 01:30:00,1,1,1,30,0,0,0,10.2,157.82,2018
2018-01-01 02:00:00,1,1,2,0,0,0,0,10.1,152.61,2018
2018-01-01 02:30:00,1,1,2,30,0,0,0,9.9,146.99,2018
2018-01-01 03:00:00,1,1,3,0,0,0,0,9.8,141.18,2018
2018-01-01 03:30:00,1,1,3,30,0,0,0,9.7,135.26,2018
2018-01-01 04:00:00,1,1,4,0,0,0,0,9.5,129.3,2018
2018-01-01 04:30:00,1,1,4,30,0,0,0,9.4,123.34,2018
2018-01-01 05:00:00,1,1,5,0,0,0,0,9.3,117.42,2018
2018-01-01 05:30:00,1,1,5,30,0,0,0,9.3,111.57,2018
2018-01-01 06:00:00,1,1,6,0,0,0,0,9.2,105.82,2018
2018-01-01 06:30:00,1,1,6,30,0,0,0,9.1,100.18,2018
2018-01-01 07:00:00,1,1,7,0,0,0,0,9.0,94.71,2018
2018-01-01 07:30:00,1,1,7,30,9,8,47,9.6,89.01,2018
2018-01-01 08:00:00,1,1,8,0,49,35,137,10.1,84.23,2018
2018-01-01 08:30:00,1,1,8,30,103,65,207,11.0,79.54,2018
2018-01-01 09:00:00,1,1,9,0,150,95,214,11.9,75.16,2018
2018-01-01 09:30:00,1,1,9,30,218,119,308,13.0,71.18,2018
2018-01-01 10:00:00,1,1,10,0,290,126,432,14.2,67.7,2018
2018-01-01 10:30:00,1,1,10,30,334,144,447,15.1,64.79,2018
2018-01-01 11:00:00,1,1,11,0,380,147,505,16.1,62.54,2018
2018-01-01 11:30:00,1,1,11,30,418,139,576,16.8,61.02,2018
2018-01-01 12:00:00,1,1,12,0,424,150,553,17.6,60.3,2018
2018-01-01 12:30:00,1,1,12,30,415,155,526,18.1,60.4,2018
2018-01-01 13:00:00,1,1,13,0,418,133,594,18.5,61.32,2018
2018-01-01 13:30:00,1,1,13,30,374,145,504,18.6,63.01,2018
2018-01-01 14:00:00,1,1,14,0,338,128,506,18.7,65.43,2018
2018-01-01 14:30:00,1,1,14,30,300,102,541,18.3,68.48,2018
2018-01-01 15:00:00,1,1,15,0,246,81,536,17.900000000000002,72.09,2018
2018-01-01 15:30:00,1,1,15,30,181,66,479,17.900000000000002,76.17,2018
2018-01-01 16:00:00,1,1,16,0,98,56,261,15.6,80.63,2018
2018-01-01 16:30:00,1,1,16,30,40,29,138,14.7,85.38,2018
2018-01-01 17:00:00,1,1,17,0,5,5,47,13.8,90.07000000000001,2018
2018-01-01 17:30:00,1,1,17,30,0,0,0,13.3,95.99,2018
2018-01-01 18:00:00,1,1,18,0,0,0,0,12.8,101.51,2018
2018-01-01 18:30:00,1,1,18,30,0,0,0,12.6,107.18,2018
2018-01-01 19:00:00,1,1,19,0,0,0,0,12.4,112.96,2018
2018-01-01 19:30:00,1,1,19,30,0,0,0,12.4,118.83,2018
2018-01-01 20:00:00,1,1,20,0,0,0,0,12.3,124.75,2018
2018-01-01 20:30:00,1,1,20,30,0,0,0,12.3,130.71,2018
2018-01-01 21:00:00,1,1,21,0,0,0,0,12.3,136.66,2018
2018-01-01 21:30:00,1,1,21,30,0,0,0,12.3,142.56,2018
2018-01-01 22:00:00,1,1,22,0,0,0,0,12.4,148.34,2018
2018-01-01 22:30:00,1,1,22,30,0,0,0,12.4,153.87,2018
2018-01-01 23:00:00,1,1,23,0,0,0,0,12.4,158.92000000000002,2018
2018-01-01 23:30:00,1,1,23,30,0,0,0,12.3,163.04,2018
2018-01-02 00:00:00,1,2,0,0,0,0,0,12.1,165.37,2018
2018-01-02 00:30:00,1,2,0,30,0,0,0,12.1,165.05,2018
2018-01-02 01:00:00,1,2,1,0,0,0,0,12.1,162.22,2018
2018-01-02 01:30:00,1,2,1,30,0,0,0,12.0,157.83,2018
2018-01-02 02:00:00,1,2,2,0,0,0,0,11.9,152.64,2018
2018-01-02 02:30:00,1,2,2,30,0,0,0,11.6,147.03,2018
2018-01-02 03:00:00,1,2,3,0,0,0,0,11.3,141.22,2018
2018-01-02 03:30:00,1,2,3,30,0,0,0,11.1,135.3,2018
2018-01-02 04:00:00,1,2,4,0,0,0,0,10.8,129.34,2018
2018-01-02 04:30:00,1,2,4,30,0,0,0,10.6,123.39,2018
2018-01-02 05:00:00,1,2,5,0,0,0,0,10.4,117.47,2018
2018-01-02 05:30:00,1,2,5,30,0,0,0,10.2,111.62,2018
2018-01-02 06:00:00,1,2,6,0,0,0,0,10.0,105.85,2018
2018-01-02 06:30:00,1,2,6,30,0,0,0,10.0,100.22,2018
2018-01-02 07:00:00,1,2,7,0,0,0,0,9.9,94.74,2018
2018-01-02 07:30:00,1,2,7,30,5,5,4,10.9,89.03,2018
2018-01-02 08:00:00,1,2,8,0,29,29,0,11.9,84.25,2018
2018-01-02 08:30:00,1,2,8,30,58,58,0,13.0,79.54,2018
2018-01-02 09:00:00,1,2,9,0,96,92,15,14.1,75.15,2018
2018-01-02 09:30:00,1,2,9,30,135,122,40,15.0,71.17,2018
2018-01-02 10:00:00,1,2,10,0,202,159,113,16.0,67.67,2018
2018-01-02 10:30:00,1,2,10,30,251,182,161,17.1,64.75,2018
2018-01-02 11:00:00,1,2,11,0,266,195,154,18.3,62.48,2018
2018-01-02 11:30:00,1,2,11,30,156,153,7,18.9,60.95,2018
2018-01-02 12:00:00,1,2,12,0,131,131,0,19.5,60.22,2018
2018-01-02 12:30:00,1,2,12,30,133,133,0,19.700000000000003,60.3,2018
2018-01-02 13:00:00,1,2,13,0,122,122,0,20.0,61.21,2018
2018-01-02 13:30:00,1,2,13,30,154,149,10,19.8,62.89,2018
2018-01-02 14:00:00,1,2,14,0,144,141,6,19.700000000000003,65.3,2018
2018-01-02 14:30:00,1,2,14,30,177,146,83,19.0,68.35000000000001,2018
2018-01-02 15:00:00,1,2,15,0,127,116,37,18.4,71.95,2018
2018-01-02 15:30:00,1,2,15,30,95,85,43,18.4,76.03,2018
2018-01-02 16:00:00,1,2,16,0,60,53,43,15.7,80.5,2018
2018-01-02 16:30:00,1,2,16,30,24,24,0,14.8,85.25,2018
2018-01-02 17:00:00,1,2,17,0,3,3,18,13.8,89.96000000000001,2018
2018-01-02 17:30:00,1,2,17,30,0,0,0,13.3,95.85,2018
2018-01-02 18:00:00,1,2,18,0,0,0,0,12.8,101.37,2018
2018-01-02 18:30:00,1,2,18,30,0,0,0,12.4,107.04,2018
2018-01-02 19:00:00,1,2,19,0,0,0,0,12.0,112.82,2018
2018-01-02 19:30:00,1,2,19,30,0,0,0,11.8,118.69,2018
2018-01-02 20:00:00,1,2,20,0,0,0,0,11.5,124.61,2018
2018-01-02 20:30:00,1,2,20,30,0,0,0,11.3,130.57,2018
2018-01-02 21:00:00,1,2,21,0,0,0,0,11.1,136.52,2018
2018-01-02 21:30:00,1,2,21,30,0,0,0,11.0,142.42000000000002,2018
2018-01-02 22:00:00,1,2,22,0,0,0,0,10.8,148.20000000000002,2018
2018-01-02 22:30:00,1,2,22,30,0,0,0,10.7,153.73,2018
2018-01-02 23:00:00,1,2,23,0,0,0,0,10.5,158.78,2018
2018-01-02 23:30:00,1,2,23,30,0,0,0,10.2,162.91,2018
2018-01-03 00:00:00,1,3,0,0,0,0,0,9.9,165.26,2018
2018-01-03 00:30:00,1,3,0,30,0,0,0,9.9,164.99,2018
2018-01-03 01:00:00,1,3,1,0,0,0,0,10.0,162.20000000000002,2018
2018-01-03 01:30:00,1,3,1,30,0,0,0,10.0,157.84,2018
2018-01-03 02:00:00,1,3,2,0,0,0,0,10.0,152.66,2018
2018-01-03 02:30:00,1,3,2,30,0,0,0,9.9,147.07,2018
2018-01-03 03:00:00,1,3,3,0,0,0,0,9.8,141.26,2018
2018-01-03 03:30:00,1,3,3,30,0,0,0,9.8,135.35,2018
2018-01-03 04:00:00,1,3,4,0,0,0,0,9.8,129.39,2018
2018-01-03 04:30:00,1,3,4,30,0,0,0,9.8,123.43,2018
2018-01-03 05:00:00,1,3,5,0,0,0,0,9.8,117.51,2018
2018-01-03 05:30:00,1,3,5,30,0,0,0,9.9,111.65,2018
2018-01-03 06:00:00,1,3,6,0,0,0,0,10.0,105.89,2018
2018-01-03 06:30:00,1,3,6,30,0,0,0,10.1,100.25,2018
2018-01-03 07:00:00,1,3,7,0,0,0,0,10.3,94.76,2018
2018-01-03 07:30:00,1,3,7,30,2,2,0,10.9,89.05,2018
2018-01-03 08:00:00,1,3,8,0,10,10,0,11.6,84.25,2018
2018-01-03 08:30:00,1,3,8,30,16,16,0,12.3,79.54,2018
2018-01-03 09:00:00,1,3,9,0,20,20,0,13.1,75.14,2018
2018-01-03 09:30:00,1,3,9,30,38,38,0,13.6,71.14,2018
2018-01-03 10:00:00,1,3,10,0,32,32,0,14.0,67.63,2018
2018-01-03 10:30:00,1,3,10,30,30,30,0,14.4,64.7,2018
2018-01-03 11:00:00,1,3,11,0,33,33,0,14.8,62.42,2018
2018-01-03 11:30:00,1,3,11,30,34,34,0,15.0,60.870000000000005,2018
2018-01-03 12:00:00,1,3,12,0,27,27,0,15.1,60.120000000000005,2018
2018-01-03 12:30:00,1,3,12,30,46,46,0,15.0,60.2,2018
2018-01-03 13:00:00,1,3,13,0,48,48,0,14.9,61.09,2018
2018-01-03 13:30:00,1,3,13,30,68,68,0,14.9,62.77,2018
2018-01-03 14:00:00,1,3,14,0,30,30,0,15.0,65.17,2018
2018-01-03 14:30:00,1,3,14,30,19,19,0,14.9,68.21000000000001,2018
2018-01-03 15:00:00,1,3,15,0,65,65,1,14.9,71.81,2018
2018-01-03 15:30:00,1,3,15,30,60,60,0,14.9,75.89,2018
2018-01-03 16:00:00,1,3,16,0,39,38,6,13.6,80.35000000000001,2018
2018-01-03 16:30:00,1,3,16,30,22,21,15,13.1,85.11,2018
2018-01-03 17:00:00,1,3,17,0,2,2,1,12.7,89.84,2018
2018-01-03 17:30:00,1,3,17,30,0,0,0,13.2,95.71,2018
2018-01-03 18:00:00,1,3,18,0,0,0,0,13.7,101.23,2018
2018-01-03 18:30:00,1,3,18,30,0,0,0,13.6,106.89,2018
2018-01-03 19:00:00,1,3,19,0,0,0,0,13.5,112.67,2018
2018-01-03 19:30:00,1,3,19,30,0,0,0,12.9,118.54,2018
2018-01-03 20:00:00,1,3,20,0,0,0,0,12.3,124.47,2018
2018-01-03 20:30:00,1,3,20,30,0,0,0,12.3,130.43,2018
2018-01-03 21:00:00,1,3,21,0,0,0,0,12.2,136.38,2018
2018-01-03 21:30:00,1,3,21,30,0,0,0,12.6,142.28,2018
2018-01-03 22:00:00,1,3,22,0,0,0,0,13.0,148.05,2018
2018-01-03 22:30:00,1,3,22,30,0,0,0,13.1,153.58,2018
2018-01-03 23:00:00,1,3,23,0,0,0,0,13.2,158.64,2018
2018-01-03 23:30:00,1,3,23,30,0,0,0,13.1,162.76,2018
2018-01-04 00:00:00,1,4,0,0,0,0,0,12.9,165.14,2018
2018-01-04 00:30:00,1,4,0,30,0,0,0,12.8,164.91,2018
2018-01-04 01:00:00,1,4,1,0,0,0,0,12.7,162.17000000000002,2018
2018-01-04 01:30:00,1,4,1,30,0,0,0,12.7,157.84,2018
2018-01-04 02:00:00,1,4,2,0,0,0,0,12.6,152.68,2018
2018-01-04 02:30:00,1,4,2,30,0,0,0,12.6,147.1,2018
2018-01-04 03:00:00,1,4,3,0,0,0,0,12.6,141.3,2018
2018-01-04 03:30:00,1,4,3,30,0,0,0,12.5,135.38,2018
2018-01-04 04:00:00,1,4,4,0,0,0,0,12.4,129.43,2018
2018-01-04 04:30:00,1,4,4,30,0,0,0,12.3,123.47,2018
2018-01-04 05:00:00,1,4,5,0,0,0,0,12.1,117.54,2018
2018-01-04 05:30:00,1,4,5,30,0,0,0,12.0,111.68,2018
2018-01-04 06:00:00,1,4,6,0,0,0,0,12.0,105.92,2018
2018-01-04 06:30:00,1,4,6,30,0,0,0,12.1,100.27,2018
2018-01-04 07:00:00,1,4,7,0,0,0,0,12.2,94.77,2018
2018-01-04 07:30:00,1,4,7,30,7,7,18,13.2,89.06,2018
2018-01-04 08:00:00,1,4,8,0,42,36,57,14.2,84.26,2018
2018-01-04 08:30:00,1,4,8,30,93,66,146,15.2,79.54,2018
2018-01-04 09:00:00,1,4,9,0,135,98,143,16.2,75.12,2018
2018-01-04 09:30:00,1,4,9,30,207,112,292,17.400000000000002,71.11,2018
2018-01-04 10:00:00,1,4,10,0,239,141,257,18.6,67.59,2018
2018-01-04 10:30:00,1,4,10,30,327,132,455,19.5,64.64,2018
2018-01-04 11:00:00,1,4,11,0,286,132,331,20.3,62.35,2018
2018-01-04 11:30:00,1,4,11,30,476,78,815,20.700000000000003,60.79,2018
2018-01-04 12:00:00,1,4,12,0,424,108,633,21.0,60.02,2018
2018-01-04 12:30:00,1,4,12,30,284,172,224,21.0,60.08,2018
2018-01-04 13:00:00,1,4,13,0,235,195,82,21.0,60.97,2018
2018-01-04 13:30:00,1,4,13,30,216,173,93,20.700000000000003,62.64,2018
2018-01-04 14:00:00,1,4,14,0,230,156,175,20.5,65.03,2018
2018-01-04 14:30:00,1,4,14,30,296,100,525,20.0,68.07000000000001,2018
2018-01-04 15:00:00,1,4,15,0,279,67,674,19.5,71.67,2018
2018-01-04 15:30:00,1,4,15,30,202,61,574,19.5,75.74,2018
2018-01-04 16:00:00,1,4,16,0,113,49,377,17.2,80.21000000000001,2018
2018-01-04 16:30:00,1,4,16,30,56,31,284,16.0,84.96000000000001,2018
2018-01-04 17:00:00,1,4,17,0,7,7,46,14.8,89.71000000000001,2018
2018-01-04 17:30:00,1,4,17,30,0,0,0,14.5,95.56,2018
2018-01-04 18:00:00,1,4,18,0,0,0,0,14.2,101.08,2018
2018-01-04 18:30:00,1,4,18,30,0,0,0,14.1,106.75,2018
2018-01-04 19:00:00,1,4,19,0,0,0,0,14.0,112.53,2018
2018-01-04 19:30:00,1,4,19,30,0,0,0,14.2,118.4,2018
2018-01-04 20:00:00,1,4,20,0,0,0,0,14.4,124.33,2018
2018-01-04 20:30:00,1,4,20,30,0,0,0,14.5,130.29,2018
2018-01-04 21:00:00,1,4,21,0,0,0,0,14.6,136.24,2018
2018-01-04 21:30:00,1,4,21,30,0,0,0,14.6,142.13,2018
2018-01-04 22:00:00,1,4,22,0,0,0,0,14.6,147.91,2018
2018-01-04 22:30:00,1,4,22,30,0,0,0,14.6,153.43,2018
2018-01-04 23:00:00,1,4,23,0,0,0,0,14.6,158.49,2018
2018-01-04 23:30:00,1,4,23,30,0,0,0,14.4,162.62,2018
2018-01-05 00:00:00,1,5,0,0,0,0,0,14.3,165.02,2018
2018-01-05 00:30:00,1,5,0,30,0,0,0,14.2,164.83,2018
2018-01-05 01:00:00,1,5,1,0,0,0,0,14.1,162.13,2018
2018-01-05 01:30:00,1,5,1,30,0,0,0,14.1,157.83,2018
2018-01-05 02:00:00,1,5,2,0,0,0,0,14.1,152.69,2018
2018-01-05 02:30:00,1,5,2,30,0,0,0,14.1,147.12,2018
2018-01-05 03:00:00,1,5,3,0,0,0,0,14.0,141.32,2018
2018-01-05 03:30:00,1,5,3,30,0,0,0,14.0,135.41,2018
2018-01-05 04:00:00,1,5,4,0,0,0,0,14.0,129.46,2018
2018-01-05 04:30:00,1,5,4,30,0,0,0,14.1,123.5,2018
2018-01-05 05:00:00,1,5,5,0,0,0,0,14.2,117.57,2018
2018-01-05 05:30:00,1,5,5,30,0,0,0,14.2,111.71,2018
2018-01-05 06:00:00,1,5,6,0,0,0,0,14.3,105.94,2018
2018-01-05 06:30:00,1,5,6,30,0,0,0,14.3,100.29,2018
2018-01-05 07:00:00,1,5,7,0,0,0,0,14.3,94.79,2018
2018-01-05 07:30:00,1,5,7,30,4,4,0,14.9,89.06,2018
2018-01-05 08:00:00,1,5,8,0,21,21,0,15.5,84.25,2018
2018-01-05 08:30:00,1,5,8,30,40,40,0,16.0,79.52,2018
2018-01-05 09:00:00,1,5,9,0,48,48,0,16.5,75.10000000000001,2018
2018-01-05 09:30:00,1,5,9,30,15,15,0,16.8,71.08,2018
2018-01-05 10:00:00,1,5,10,0,61,61,0,17.1,67.54,2018
2018-01-05 10:30:00,1,5,10,30,104,100,9,17.3,64.57000000000001,2018
2018-01-05 11:00:00,1,5,11,0,157,136,46,17.5,62.27,2018
2018-01-05 11:30:00,1,5,11,30,189,155,70,17.7,60.69,2018
2018-01-05 12:00:00,1,5,12,0,226,183,86,17.8,59.92,2018
2018-01-05 12:30:00,1,5,12,30,167,152,29,17.8,59.96,2018
2018-01-05 13:00:00,1,5,13,0,208,170,79,17.8,60.84,2018
2018-01-05 13:30:00,1,5,13,30,185,155,64,17.6,62.5,2018
2018-01-05 14:00:00,1,5,14,0,80,80,0,17.400000000000002,64.88,2018
2018-01-05 14:30:00,1,5,14,30,45,45,0,17.0,67.92,2018
2018-01-05 15:00:00,1,5,15,0,99,76,71,16.7,71.52,2018
2018-01-05 15:30:00,1,5,15,30,120,98,90,16.7,75.59,2018
2018-01-05 16:00:00,1,5,16,0,72,63,50,15.4,80.05,2018
2018-01-05 16:30:00,1,5,16,30,29,28,15,14.9,84.81,2018
2018-01-05 17:00:00,1,5,17,0,6,6,15,14.4,89.58,2018
2018-01-05 17:30:00,1,5,17,30,0,0,0,14.2,95.41,2018
2018-01-05 18:00:00,1,5,18,0,0,0,0,14.0,100.93,2018
2018-01-05 18:30:00,1,5,18,30,0,0,0,13.7,106.6,2018
2018-01-05 19:00:00,1,5,19,0,0,0,0,13.5,112.38,2018
2018-01-05 19:30:00,1,5,19,30,0,0,0,13.2,118.25,2018
2018-01-05 20:00:00,1,5,20,0,0,0,0,13.0,124.18,2018
2018-01-05 20:30:00,1,5,20,30,0,0,0,12.7,130.14,2018
2018-01-05 21:00:00,1,5,21,0,0,0,0,12.5,136.09,2018
2018-01-05 21:30:00,1,5,21,30,0,0,0,12.3,141.99,2018
2018-01-05 22:00:00,1,5,22,0,0,0,0,12.2,147.76,2018
2018-01-05 22:30:00,1,5,22,30,0,0,0,12.0,153.28,2018
2018-01-05 23:00:00,1,5,23,0,0,0,0,11.8,158.33,2018
2018-01-05 23:30:00,1,5,23,30,0,0,0,11.7,162.47,2018
2018-01-06 00:00:00,1,6,0,0,0,0,0,11.5,164.89,2018
2018-01-06 00:30:00,1,6,0,30,0,0,0,11.4,164.74,2018
2018-01-06 01:00:00,1,6,1,0,0,0,0,11.3,162.08,2018
2018-01-06 01:30:00,1,6,1,30,0,0,0,11.2,157.82,2018
2018-01-06 02:00:00,1,6,2,0,0,0,0,11.1,152.70000000000002,2018
2018-01-06 02:30:00,1,6,2,30,0,0,0,11.0,147.14,2018
2018-01-06 03:00:00,1,6,3,0,0,0,0,10.8,141.35,2018
2018-01-06 03:30:00,1,6,3,30,0,0,0,10.7,135.44,2018
2018-01-06 04:00:00,1,6,4,0,0,0,0,10.6,129.49,2018
2018-01-06 04:30:00,1,6,4,30,0,0,0,10.5,123.53,2018
2018-01-06 05:00:00,1,6,5,0,0,0,0,10.3,117.6,2018
2018-01-06 05:30:00,1,6,5,30,0,0,0,10.3,111.73,2018
2018-01-06 06:00:00,1,6,6,0,0,0,0,10.3,105.95,2018
2018-01-06 06:30:00,1,6,6,30,0,0,0,10.2,100.3,2018
2018-01-06 07:00:00,1,6,7,0,0,0,0,10.1,94.79,2018
2018-01-06 07:30:00,1,6,7,30,9,8,55,10.9,89.05,2018
2018-01-06 08:00:00,1,6,8,0,50,37,132,11.7,84.24,2018
2018-01-06 08:30:00,1,6,8,30,138,53,467,12.4,79.5,2018
2018-01-06 09:00:00,1,6,9,0,233,53,698,13.1,75.06,2018
2018-01-06 09:30:00,1,6,9,30,308,60,762,13.8,71.03,2018
2018-01-06 10:00:00,1,6,10,0,374,68,800,14.5,67.48,2018
2018-01-06 10:30:00,1,6,10,30,431,71,837,15.3,64.5,2018
2018-01-06 11:00:00,1,6,11,0,462,83,812,16.2,62.18,2018
2018-01-06 11:30:00,1,6,11,30,466,108,729,16.6,60.59,2018
2018-01-06 12:00:00,1,6,12,0,440,142,593,17.1,59.8,2018
2018-01-06 12:30:00,1,6,12,30,434,147,571,17.1,59.84,2018
2018-01-06 13:00:00,1,6,13,0,450,112,691,17.2,60.7,2018
2018-01-06 13:30:00,1,6,13,30,417,114,652,17.1,62.35,2018
2018-01-06 14:00:00,1,6,14,0,354,126,534,17.0,64.73,2018
2018-01-06 14:30:00,1,6,14,30,335,82,668,16.6,67.76,2018
2018-01-06 15:00:00,1,6,15,0,276,73,635,16.2,71.36,2018
2018-01-06 15:30:00,1,6,15,30,198,65,529,16.2,75.43,2018
2018-01-06 16:00:00,1,6,16,0,144,45,566,13.4,79.9,2018
2018-01-06 16:30:00,1,6,16,30,65,32,357,12.3,84.66,2018
2018-01-06 17:00:00,1,6,17,0,7,7,30,11.1,89.44,2018
2018-01-06 17:30:00,1,6,17,30,0,0,0,10.7,95.26,2018
2018-01-06 18:00:00,1,6,18,0,0,0,0,10.3,100.78,2018
2018-01-06 18:30:00,1,6,18,30,0,0,0,10.1,106.45,2018
2018-01-06 19:00:00,1,6,19,0,0,0,0,9.9,112.23,2018
2018-01-06 19:30:00,1,6,19,30,0,0,0,9.8,118.1,2018
2018-01-06 20:00:00,1,6,20,0,0,0,0,9.7,124.03,2018
2018-01-06 20:30:00,1,6,20,30,0,0,0,9.8,129.99,2018
2018-01-06 21:00:00,1,6,21,0,0,0,0,9.8,135.94,2018
2018-01-06 21:30:00,1,6,21,30,0,0,0,9.5,141.84,2018
2018-01-06 22:00:00,1,6,22,0,0,0,0,9.1,147.6,2018
2018-01-06 22:30:00,1,6,22,30,0,0,0,8.8,153.12,2018
2018-01-06 23:00:00,1,6,23,0,0,0,0,8.5,158.17000000000002,2018
2018-01-06 23:30:00,1,6,23,30,0,0,0,8.700000000000001,162.31,2018
2018-01-07 00:00:00,1,7,0,0,0,0,0,8.9,164.75,2018
2018-01-07 00:30:00,1,7,0,30,0,0,0,8.8,164.64,2018
2018-01-07 01:00:00,1,7,1,0,0,0,0,8.700000000000001,162.03,2018
2018-01-07 01:30:00,1,7,1,30,0,0,0,8.4,157.8,2018
2018-01-07 02:00:00,1,7,2,0,0,0,0,8.1,152.70000000000002,2018
2018-01-07 02:30:00,1,7,2,30,0,0,0,7.800000000000001,147.15,2018
2018-01-07 03:00:00,1,7,3,0,0,0,0,7.5,141.37,2018
2018-01-07 03:30:00,1,7,3,30,0,0,0,7.4,135.46,2018
2018-01-07 04:00:00,1,7,4,0,0,0,0,7.300000000000001,129.51,2018
2018-01-07 04:30:00,1,7,4,30,0,0,0,7.300000000000001,123.55,2018
2018-01-07 05:00:00,1,7,5,0,0,0,0,7.300000000000001,117.62,2018
2018-01-07 05:30:00,1,7,5,30,0,0,0,7.1000000000000005,111.75,2018
2018-01-07 06:00:00,1,7,6,0,0,0,0,6.9,105.97,2018
2018-01-07 06:30:00,1,7,6,30,0,0,0,6.800000000000001,100.3,2018
2018-01-07 07:00:00,1,7,7,0,0,0,0,6.800000000000001,94.79,2018
2018-01-07 07:30:00,1,7,7,30,5,5,1,7.800000000000001,89.04,2018
2018-01-07 08:00:00,1,7,8,0,58,34,238,8.700000000000001,84.22,2018
2018-01-07 08:30:00,1,7,8,30,100,40,330,9.3,79.47,2018
2018-01-07 09:00:00,1,7,9,0,53,53,0,9.8,75.03,2018
2018-01-07 09:30:00,1,7,9,30,88,87,2,10.7,70.98,2018
2018-01-07 10:00:00,1,7,10,0,80,80,0,11.5,67.42,2018
2018-01-07 10:30:00,1,7,10,30,80,80,0,12.5,64.42,2018
2018-01-07 11:00:00,1,7,11,0,126,126,1,13.4,62.09,2018
2018-01-07 11:30:00,1,7,11,30,182,176,13,14.0,60.48,2018
2018-01-07 12:00:00,1,7,12,0,171,167,8,14.7,59.68,2018
2018-01-07 12:30:00,1,7,12,30,167,164,5,15.1,59.7,2018
2018-01-07 13:00:00,1,7,13,0,165,163,5,15.5,60.55,2018
2018-01-07 13:30:00,1,7,13,30,179,171,17,15.5,62.2,2018
2018-01-07 14:00:00,1,7,14,0,142,138,9,15.4,64.58,2018
2018-01-07 14:30:00,1,7,14,30,109,109,1,14.8,67.6,2018
2018-01-07 15:00:00,1,7,15,0,126,117,27,14.1,71.2,2018
2018-01-07 15:30:00,1,7,15,30,104,96,32,14.1,75.27,2018
2018-01-07 16:00:00,1,7,16,0,63,61,12,12.9,79.73,2018
2018-01-07 16:30:00,1,7,16,30,27,27,1,12.6,84.5,2018
2018-01-07 17:00:00,1,7,17,0,4,4,18,12.2,89.31,2018
2018-01-07 17:30:00,1,7,17,30,0,0,0,12.0,95.1,2018
2018-01-07 18:00:00,1,7,18,0,0,0,0,11.9,100.62,2018
2018-01-07 18:30:00,1,7,18,30,0,0,0,11.6,106.29,2018
2018-01-07 19:00:00,1,7,19,0,0,0,0,11.3,112.08,2018
2018-01-07 19:30:00,1,7,19,30,0,0,0,11.1,117.95,2018
2018-01-07 20:00:00,1,7,20,0,0,0,0,10.8,123.88,2018
2018-01-07 20:30:00,1,7,20,30,0,0,0,10.7,129.84,2018
2018-01-07 21:00:00,1,7,21,0,0,0,0,10.5,135.79,2018
2018-01-07 21:30:00,1,7,21,30,0,0,0,10.5,141.68,2018
2018-01-07 22:00:00,1,7,22,0,0,0,0,10.4,147.45000000000002,2018
2018-01-07 22:30:00,1,7,22,30,0,0,0,10.4,152.96,2018
2018-01-07 23:00:00,1,7,23,0,0,0,0,10.5,158.01,2018
2018-01-07 23:30:00,1,7,23,30,0,0,0,10.6,162.15,2018
2018-01-08 00:00:00,1,8,0,0,0,0,0,10.7,164.6,2018
2018-01-08 00:30:00,1,8,0,30,0,0,0,10.8,164.53,2018
2018-01-08 01:00:00,1,8,1,0,0,0,0,10.8,161.97,2018
2018-01-08 01:30:00,1,8,1,30,0,0,0,10.7,157.77,2018
2018-01-08 02:00:00,1,8,2,0,0,0,0,10.7,152.69,2018
2018-01-08 02:30:00,1,8,2,30,0,0,0,10.7,147.15,2018
2018-01-08 03:00:00,1,8,3,0,0,0,0,10.8,141.38,2018
2018-01-08 03:30:00,1,8,3,30,0,0,0,11.1,135.48,2018
2018-01-08 04:00:00,1,8,4,0,0,0,0,11.3,129.52,2018
2018-01-08 04:30:00,1,8,4,30,0,0,0,11.4,123.56,2018
2018-01-08 05:00:00,1,8,5,0,0,0,0,11.5,117.63,2018
2018-01-08 05:30:00,1,8,5,30,0,0,0,11.6,111.76,2018
2018-01-08 06:00:00,1,8,6,0,0,0,0,11.7,105.97,2018
2018-01-08 06:30:00,1,8,6,30,0,0,0,11.9,100.3,2018
2018-01-08 07:00:00,1,8,7,0,0,0,0,12.0,94.78,2018
2018-01-08 07:30:00,1,8,7,30,1,1,0,12.4,89.04,2018
2018-01-08 08:00:00,1,8,8,0,5,5,0,12.7,84.2,2018
2018-01-08 08:30:00,1,8,8,30,7,7,0,13.0,79.44,2018
2018-01-08 09:00:00,1,8,9,0,10,10,0,13.4,74.98,2018
2018-01-08 09:30:00,1,8,9,30,13,13,0,13.7,70.92,2018
2018-01-08 10:00:00,1,8,10,0,32,32,0,14.0,67.35,2018
2018-01-08 10:30:00,1,8,10,30,21,21,0,14.3,64.34,2018
2018-01-08 11:00:00,1,8,11,0,40,40,0,14.7,61.99,2018
2018-01-08 11:30:00,1,8,11,30,28,28,0,14.9,60.370000000000005,2018
2018-01-08 12:00:00,1,8,12,0,38,38,0,15.1,59.55,2018
2018-01-08 12:30:00,1,8,12,30,37,37,0,15.3,59.56,2018
