date,Month,Day,Hour,Minute,GHI,DHI,DNI,Temperature,Solar Zenith Angle,Year
2018-02-18 00:00:00,2,18,0,0,0,0,0,9.7,153.84,2018
2018-02-18 00:30:00,2,18,0,30,0,0,0,9.6,154.21,2018
2018-02-18 01:00:00,2,18,1,0,0,0,0,9.6,152.87,2018
2018-02-18 01:30:00,2,18,1,30,0,0,0,9.5,150.04,2018
2018-02-18 02:00:00,2,18,2,0,0,0,0,9.4,146.1,2018
2018-02-18 02:30:00,2,18,2,30,0,0,0,9.3,141.4,2018
2018-02-18 03:00:00,2,18,3,0,0,0,0,9.3,136.2,2018
2018-02-18 03:30:00,2,18,3,30,0,0,0,9.2,130.67000000000002,2018
2018-02-18 04:00:00,2,18,4,0,0,0,0,9.2,124.93,2018
2018-02-18 04:30:00,2,18,4,30,0,0,0,9.1,119.06,2018
2018-02-18 05:00:00,2,18,5,0,0,0,0,9.1,113.12,2018
2018-02-18 05:30:00,2,18,5,30,0,0,0,8.9,107.15,2018
2018-02-18 06:00:00,2,18,6,0,0,0,0,8.700000000000001,101.2,2018
2018-02-18 06:30:00,2,18,6,30,0,0,0,9.3,95.29,2018
2018-02-18 07:00:00,2,18,7,0,12,11,72,9.8,89.05,2018
2018-02-18 07:30:00,2,18,7,30,78,40,343,10.6,83.63,2018
2018-02-18 08:00:00,2,18,8,0,158,63,464,11.3,78.16,2018
2018-02-18 08:30:00,2,18,8,30,148,87,207,11.7,72.87,2018
2018-02-18 09:00:00,2,18,9,0,164,118,122,12.2,67.85,2018
2018-02-18 09:30:00,2,18,9,30,384,137,548,12.6,63.190000000000005,2018
2018-02-18 10:00:00,2,18,10,0,316,189,246,13.0,58.98,2018
2018-02-18 10:30:00,2,18,10,30,361,238,217,13.2,55.33,2018
2018-02-18 11:00:00,2,18,11,0,536,190,566,13.5,52.36,2018
2018-02-18 11:30:00,2,18,11,30,679,104,898,13.6,50.22,2018
2018-02-18 12:00:00,2,18,12,0,600,198,612,13.7,48.99,2018
2018-02-18 12:30:00,2,18,12,30,637,170,709,13.6,48.77,2018
2018-02-18 13:00:00,2,18,13,0,694,104,909,13.5,49.55,2018
2018-02-18 13:30:00,2,18,13,30,672,97,920,13.2,51.29,2018
2018-02-18 14:00:00,2,18,14,0,582,133,762,12.9,53.9,2018
2018-02-18 14:30:00,2,18,14,30,458,174,525,12.4,57.26,2018
2018-02-18 15:00:00,2,18,15,0,423,139,590,11.9,61.23,2018
2018-02-18 15:30:00,2,18,15,30,398,88,754,11.9,65.71000000000001,2018
2018-02-18 16:00:00,2,18,16,0,309,75,705,10.6,70.58,2018
2018-02-18 16:30:00,2,18,16,30,208,68,568,9.7,75.75,2018
2018-02-18 17:00:00,2,18,17,0,102,49,344,8.9,81.15,2018
2018-02-18 17:30:00,2,18,17,30,34,25,150,8.4,86.66,2018
2018-02-18 18:00:00,2,18,18,0,0,0,0,7.9,92.65,2018
2018-02-18 18:30:00,2,18,18,30,0,0,0,7.6,98.52,2018
2018-02-18 19:00:00,2,18,19,0,0,0,0,7.300000000000001,104.45,2018
2018-02-18 19:30:00,2,18,19,30,0,0,0,7.0,110.41,2018
2018-02-18 20:00:00,2,18,20,0,0,0,0,6.800000000000001,116.36,2018
2018-02-18 20:30:00,2,18,20,30,0,0,0,6.6000000000000005,122.25,2018
2018-02-18 21:00:00,2,18,21,0,0,0,0,6.4,128.04,2018
2018-02-18 21:30:00,2,18,21,30,0,0,0,6.300000000000001,133.65,2018
2018-02-18 22:00:00,2,18,22,0,0,0,0,6.1000000000000005,138.99,2018
2018-02-18 22:30:00,2,18,22,30,0,0,0,5.9,143.9,2018
2018-02-18 23:00:00,2,18,23,0,0,0,0,5.800000000000001,148.17000000000002,2018
2018-02-18 23:30:00,2,18,23,30,0,0,0,5.6000000000000005,151.49,2018
2018-02-19 00:00:00,2,19,0,0,0,0,0,5.5,153.49,2018
2018-02-19 00:30:00,2,19,0,30,0,0,0,5.4,153.86,2018
2018-02-19 01:00:00,2,19,1,0,0,0,0,5.300000000000001,152.52,2018
2018-02-19 01:30:00,2,19,1,30,0,0,0,5.300000000000001,149.71,2018
2018-02-19 02:00:00,2,19,2,0,0,0,0,5.2,145.8,2018
2018-02-19 02:30:00,2,19,2,30,0,0,0,5.2,141.12,2018
2018-02-19 03:00:00,2,19,3,0,0,0,0,5.2,135.94,2018
2018-02-19 03:30:00,2,19,3,30,0,0,0,5.300000000000001,130.43,2018
2018-02-19 04:00:00,2,19,4,0,0,0,0,5.300000000000001,124.7,2018
2018-02-19 04:30:00,2,19,4,30,0,0,0,5.2,118.83,2018
2018-02-19 05:00:00,2,19,5,0,0,0,0,5.2,112.89,2018
2018-02-19 05:30:00,2,19,5,30,0,0,0,5.0,106.93,2018
2018-02-19 06:00:00,2,19,6,0,0,0,0,4.800000000000001,100.97,2018
2018-02-19 06:30:00,2,19,6,30,0,0,0,5.0,95.06,2018
2018-02-19 07:00:00,2,19,7,0,9,9,4,5.2,88.84,2018
2018-02-19 07:30:00,2,19,7,30,51,43,70,5.9,83.39,2018
2018-02-19 08:00:00,2,19,8,0,131,74,273,6.5,77.9,2018
2018-02-19 08:30:00,2,19,8,30,216,101,383,7.2,72.60000000000001,2018
2018-02-19 09:00:00,2,19,9,0,373,78,772,8.0,67.57000000000001,2018
2018-02-19 09:30:00,2,19,9,30,464,83,837,8.5,62.89,2018
2018-02-19 10:00:00,2,19,10,0,545,83,889,9.0,58.66,2018
2018-02-19 10:30:00,2,19,10,30,611,86,916,9.5,55.0,2018
2018-02-19 11:00:00,2,19,11,0,664,89,935,9.9,52.02,2018
2018-02-19 11:30:00,2,19,11,30,698,90,943,10.1,49.86,2018
2018-02-19 12:00:00,2,19,12,0,716,92,944,10.3,48.64,2018
2018-02-19 12:30:00,2,19,12,30,719,94,942,10.4,48.41,2018
2018-02-19 13:00:00,2,19,13,0,706,95,935,10.5,49.2,2018
2018-02-19 13:30:00,2,19,13,30,676,93,925,10.4,50.96,2018
2018-02-19 14:00:00,2,19,14,0,630,92,907,10.3,53.59,2018
2018-02-19 14:30:00,2,19,14,30,571,88,886,10.1,56.96,2018
2018-02-19 15:00:00,2,19,15,0,498,82,857,9.9,60.96,2018
2018-02-19 15:30:00,2,19,15,30,414,77,812,9.9,65.45,2018
2018-02-19 16:00:00,2,19,16,0,321,68,753,9.2,70.33,2018
2018-02-19 16:30:00,2,19,16,30,225,57,671,8.0,75.52,2018
2018-02-19 17:00:00,2,19,17,0,100,54,293,6.9,80.94,2018
2018-02-19 17:30:00,2,19,17,30,25,21,64,6.1000000000000005,86.46000000000001,2018
2018-02-19 18:00:00,2,19,18,0,0,0,0,5.300000000000001,92.45,2018
2018-02-19 18:30:00,2,19,18,30,0,0,0,4.9,98.33,2018
2018-02-19 19:00:00,2,19,19,0,0,0,0,4.6000000000000005,104.26,2018
2018-02-19 19:30:00,2,19,19,30,0,0,0,4.3,110.22,2018
2018-02-19 20:00:00,2,19,20,0,0,0,0,4.0,116.16,2018
2018-02-19 20:30:00,2,19,20,30,0,0,0,3.7,122.05,2018
2018-02-19 21:00:00,2,19,21,0,0,0,0,3.5,127.83,2018
2018-02-19 21:30:00,2,19,21,30,0,0,0,3.3000000000000003,133.43,2018
2018-02-19 22:00:00,2,19,22,0,0,0,0,3.2,138.75,2018
2018-02-19 22:30:00,2,19,22,30,0,0,0,3.2,143.64,2018
2018-02-19 23:00:00,2,19,23,0,0,0,0,3.1,147.88,2018
2018-02-19 23:30:00,2,19,23,30,0,0,0,3.0,151.17000000000002,2018
2018-02-20 00:00:00,2,20,0,0,0,0,0,2.9000000000000004,153.14,2018
2018-02-20 00:30:00,2,20,0,30,0,0,0,2.9000000000000004,153.5,2018
2018-02-20 01:00:00,2,20,1,0,0,0,0,2.8000000000000003,152.17000000000002,2018
2018-02-20 01:30:00,2,20,1,30,0,0,0,2.8000000000000003,149.38,2018
2018-02-20 02:00:00,2,20,2,0,0,0,0,2.9000000000000004,145.49,2018
2018-02-20 02:30:00,2,20,2,30,0,0,0,2.8000000000000003,140.84,2018
2018-02-20 03:00:00,2,20,3,0,0,0,0,2.7,135.68,2018
2018-02-20 03:30:00,2,20,3,30,0,0,0,2.7,130.18,2018
2018-02-20 04:00:00,2,20,4,0,0,0,0,2.6,124.46,2018
2018-02-20 04:30:00,2,20,4,30,0,0,0,2.5,118.6,2018
2018-02-20 05:00:00,2,20,5,0,0,0,0,2.4000000000000004,112.66,2018
2018-02-20 05:30:00,2,20,5,30,0,0,0,2.3000000000000003,106.7,2018
2018-02-20 06:00:00,2,20,6,0,0,0,0,2.2,100.74,2018
2018-02-20 06:30:00,2,20,6,30,0,0,0,2.9000000000000004,94.82,2018
2018-02-20 07:00:00,2,20,7,0,13,11,62,3.6,88.61,2018
2018-02-20 07:30:00,2,20,7,30,66,42,202,5.0,83.14,2018
2018-02-20 08:00:00,2,20,8,0,144,71,339,6.300000000000001,77.64,2018
2018-02-20 08:30:00,2,20,8,30,286,61,742,7.800000000000001,72.33,2018
2018-02-20 09:00:00,2,20,9,0,336,97,618,9.3,67.28,2018
2018-02-20 09:30:00,2,20,9,30,315,178,297,10.1,62.59,2018
2018-02-20 10:00:00,2,20,10,0,325,234,173,10.9,58.35,2018
2018-02-20 10:30:00,2,20,10,30,492,190,523,11.4,54.67,2018
2018-02-20 11:00:00,2,20,11,0,661,92,918,12.0,51.68,2018
2018-02-20 11:30:00,2,20,11,30,697,94,929,12.3,49.51,2018
2018-02-20 12:00:00,2,20,12,0,716,95,933,12.6,48.28,2018
2018-02-20 12:30:00,2,20,12,30,717,95,931,12.8,48.05,2018
2018-02-20 13:00:00,2,20,13,0,704,94,927,12.9,48.85,2018
2018-02-20 13:30:00,2,20,13,30,675,93,918,12.8,50.63,2018
2018-02-20 14:00:00,2,20,14,0,630,91,902,12.6,53.27,2018
2018-02-20 14:30:00,2,20,14,30,570,87,879,12.3,56.67,2018
2018-02-20 15:00:00,2,20,15,0,497,82,847,12.0,60.68,2018
2018-02-20 15:30:00,2,20,15,30,373,105,639,12.0,65.19,2018
2018-02-20 16:00:00,2,20,16,0,244,116,375,10.5,70.09,2018
2018-02-20 16:30:00,2,20,16,30,150,95,217,9.1,75.3,2018
2018-02-20 17:00:00,2,20,17,0,80,60,127,7.7,80.72,2018
2018-02-20 17:30:00,2,20,17,30,27,23,56,7.0,86.26,2018
2018-02-20 18:00:00,2,20,18,0,2,2,12,6.4,92.25,2018
2018-02-20 18:30:00,2,20,18,30,0,0,0,6.1000000000000005,98.13,2018
2018-02-20 19:00:00,2,20,19,0,0,0,0,5.7,104.07,2018
2018-02-20 19:30:00,2,20,19,30,0,0,0,5.1000000000000005,110.03,2018
2018-02-20 20:00:00,2,20,20,0,0,0,0,4.5,115.97,2018
2018-02-20 20:30:00,2,20,20,30,0,0,0,4.3,121.85,2018
2018-02-20 21:00:00,2,20,21,0,0,0,0,4.1000000000000005,127.63,2018
2018-02-20 21:30:00,2,20,21,30,0,0,0,4.2,133.21,2018
2018-02-20 22:00:00,2,20,22,0,0,0,0,4.2,138.51,2018
2018-02-20 22:30:00,2,20,22,30,0,0,0,4.5,143.37,2018
2018-02-20 23:00:00,2,20,23,0,0,0,0,4.7,147.59,2018
2018-02-20 23:30:00,2,20,23,30,0,0,0,4.9,150.84,2018
2018-02-21 00:00:00,2,21,0,0,0,0,0,5.0,152.79,2018
2018-02-21 00:30:00,2,21,0,30,0,0,0,5.1000000000000005,153.14,2018
2018-02-21 01:00:00,2,21,1,0,0,0,0,5.2,151.82,2018
2018-02-21 01:30:00,2,21,1,30,0,0,0,5.300000000000001,149.05,2018
2018-02-21 02:00:00,2,21,2,0,0,0,0,5.5,145.18,2018
2018-02-21 02:30:00,2,21,2,30,0,0,0,5.6000000000000005,140.55,2018
2018-02-21 03:00:00,2,21,3,0,0,0,0,5.800000000000001,135.41,2018
2018-02-21 03:30:00,2,21,3,30,0,0,0,5.9,129.92000000000002,2018
2018-02-21 04:00:00,2,21,4,0,0,0,0,6.0,124.21,2018
2018-02-21 04:30:00,2,21,4,30,0,0,0,5.7,118.36,2018
2018-02-21 05:00:00,2,21,5,0,0,0,0,5.4,112.43,2018
2018-02-21 05:30:00,2,21,5,30,0,0,0,5.2,106.46,2018
2018-02-21 06:00:00,2,21,6,0,0,0,0,5.0,100.5,2018
2018-02-21 06:30:00,2,21,6,30,0,0,0,5.4,94.58,2018
2018-02-21 07:00:00,2,21,7,0,10,9,21,5.800000000000001,88.4,2018
2018-02-21 07:30:00,2,21,7,30,63,46,140,6.6000000000000005,82.89,2018
2018-02-21 08:00:00,2,21,8,0,180,56,568,7.5,77.38,2018
2018-02-21 08:30:00,2,21,8,30,282,64,708,8.3,72.06,2018
2018-02-21 09:00:00,2,21,9,0,377,71,783,9.1,67.0,2018
2018-02-21 09:30:00,2,21,9,30,466,76,838,10.0,62.29,2018
2018-02-21 10:00:00,2,21,10,0,546,79,882,10.8,58.03,2018
2018-02-21 10:30:00,2,21,10,30,612,83,908,11.6,54.33,2018
2018-02-21 11:00:00,2,21,11,0,663,86,924,12.5,51.33,2018
2018-02-21 11:30:00,2,21,11,30,702,90,936,13.1,49.15,2018
2018-02-21 12:00:00,2,21,12,0,721,92,939,13.7,47.91,2018
2018-02-21 12:30:00,2,21,12,30,724,93,937,14.0,47.69,2018
2018-02-21 13:00:00,2,21,13,0,710,94,929,14.3,48.5,2018
2018-02-21 13:30:00,2,21,13,30,680,93,918,14.2,50.29,2018
2018-02-21 14:00:00,2,21,14,0,634,92,900,14.1,52.96,2018
2018-02-21 14:30:00,2,21,14,30,574,90,874,13.8,56.370000000000005,2018
2018-02-21 15:00:00,2,21,15,0,500,87,837,13.5,60.4,2018
2018-02-21 15:30:00,2,21,15,30,416,80,792,13.5,64.93,2018
2018-02-21 16:00:00,2,21,16,0,321,77,708,12.1,69.85000000000001,2018
2018-02-21 16:30:00,2,21,16,30,222,68,598,10.5,75.07000000000001,2018
2018-02-21 17:00:00,2,21,17,0,126,51,454,9.0,80.51,2018
2018-02-21 17:30:00,2,21,17,30,44,28,230,8.3,86.06,2018
2018-02-21 18:00:00,2,21,18,0,2,3,15,7.6,92.06,2018
2018-02-21 18:30:00,2,21,18,30,0,0,0,7.1000000000000005,97.94,2018
2018-02-21 19:00:00,2,21,19,0,0,0,0,6.7,103.88,2018
2018-02-21 19:30:00,2,21,19,30,0,0,0,6.1000000000000005,109.84,2018
2018-02-21 20:00:00,2,21,20,0,0,0,0,5.6000000000000005,115.78,2018
2018-02-21 20:30:00,2,21,20,30,0,0,0,5.300000000000001,121.66,2018
2018-02-21 21:00:00,2,21,21,0,0,0,0,4.9,127.42,2018
2018-02-21 21:30:00,2,21,21,30,0,0,0,4.6000000000000005,132.99,2018
2018-02-21 22:00:00,2,21,22,0,0,0,0,4.4,138.27,2018
2018-02-21 22:30:00,2,21,22,30,0,0,0,4.3,143.11,2018
2018-02-21 23:00:00,2,21,23,0,0,0,0,4.1000000000000005,147.29,2018
2018-02-21 23:30:00,2,21,23,30,0,0,0,4.1000000000000005,150.52,2018
2018-02-22 00:00:00,2,22,0,0,0,0,0,4.1000000000000005,152.44,2018
2018-02-22 00:30:00,2,22,0,30,0,0,0,3.9,152.77,2018
2018-02-22 01:00:00,2,22,1,0,0,0,0,3.7,151.46,2018
2018-02-22 01:30:00,2,22,1,30,0,0,0,3.6,148.71,2018
2018-02-22 02:00:00,2,22,2,0,0,0,0,3.5,144.87,2018
2018-02-22 02:30:00,2,22,2,30,0,0,0,4.0,140.26,2018
2018-02-22 03:00:00,2,22,3,0,0,0,0,4.5,135.13,2018
2018-02-22 03:30:00,2,22,3,30,0,0,0,5.300000000000001,129.66,2018
2018-02-22 04:00:00,2,22,4,0,0,0,0,6.1000000000000005,123.96,2018
2018-02-22 04:30:00,2,22,4,30,0,0,0,6.2,118.12,2018
2018-02-22 05:00:00,2,22,5,0,0,0,0,6.300000000000001,112.19,2018
2018-02-22 05:30:00,2,22,5,30,0,0,0,6.0,106.22,2018
2018-02-22 06:00:00,2,22,6,0,0,0,0,5.7,100.26,2018
2018-02-22 06:30:00,2,22,6,30,0,0,0,6.300000000000001,94.34,2018
2018-02-22 07:00:00,2,22,7,0,11,11,7,6.800000000000001,88.17,2018
2018-02-22 07:30:00,2,22,7,30,56,47,71,7.7,82.64,2018
2018-02-22 08:00:00,2,22,8,0,125,82,192,8.5,77.12,2018
2018-02-22 08:30:00,2,22,8,30,263,84,573,9.3,71.78,2018
2018-02-22 09:00:00,2,22,9,0,383,76,776,10.0,66.7,2018
2018-02-22 09:30:00,2,22,9,30,472,81,833,10.6,61.98,2018
2018-02-22 10:00:00,2,22,10,0,552,84,877,11.2,57.71,2018
2018-02-22 10:30:00,2,22,10,30,617,87,902,11.6,53.99,2018
2018-02-22 11:00:00,2,22,11,0,669,90,919,12.0,50.98,2018
2018-02-22 11:30:00,2,22,11,30,621,165,692,12.0,48.79,2018
2018-02-22 12:00:00,2,22,12,0,558,213,511,12.1,47.55,2018
2018-02-22 12:30:00,2,22,12,30,234,200,50,11.9,47.33,2018
2018-02-22 13:00:00,2,22,13,0,381,292,133,11.7,48.15,2018
2018-02-22 13:30:00,2,22,13,30,431,273,246,11.4,49.95,2018
2018-02-22 14:00:00,2,22,14,0,395,254,232,11.2,52.64,2018
2018-02-22 14:30:00,2,22,14,30,390,228,290,10.9,56.07,2018
2018-02-22 15:00:00,2,22,15,0,193,147,93,10.6,60.13,2018
2018-02-22 15:30:00,2,22,15,30,326,96,537,10.6,64.67,2018
2018-02-22 16:00:00,2,22,16,0,161,90,203,9.7,69.61,2018
2018-02-22 16:30:00,2,22,16,30,136,99,142,9.0,74.84,2018
2018-02-22 17:00:00,2,22,17,0,75,59,92,8.4,80.3,2018
2018-02-22 17:30:00,2,22,17,30,26,23,38,7.9,85.86,2018
2018-02-22 18:00:00,2,22,18,0,2,2,8,7.4,91.86,2018
2018-02-22 18:30:00,2,22,18,30,0,0,0,7.2,97.75,2018
2018-02-22 19:00:00,2,22,19,0,0,0,0,6.9,103.69,2018
2018-02-22 19:30:00,2,22,19,30,0,0,0,6.6000000000000005,109.65,2018
2018-02-22 20:00:00,2,22,20,0,0,0,0,6.300000000000001,115.59,2018
2018-02-22 20:30:00,2,22,20,30,0,0,0,6.0,121.46,2018
2018-02-22 21:00:00,2,22,21,0,0,0,0,5.6000000000000005,127.21,2018
2018-02-22 21:30:00,2,22,21,30,0,0,0,5.2,132.77,2018
2018-02-22 22:00:00,2,22,22,0,0,0,0,4.800000000000001,138.03,2018
2018-02-22 22:30:00,2,22,22,30,0,0,0,4.5,142.84,2018
2018-02-22 23:00:00,2,22,23,0,0,0,0,4.2,146.99,2018
2018-02-22 23:30:00,2,22,23,30,0,0,0,3.9,150.18,2018
2018-02-23 00:00:00,2,23,0,0,0,0,0,3.6,152.08,2018
2018-02-23 00:30:00,2,23,0,30,0,0,0,3.3000000000000003,152.4,2018
2018-02-23 01:00:00,2,23,1,0,0,0,0,3.0,151.1,2018
2018-02-23 01:30:00,2,23,1,30,0,0,0,2.7,148.37,2018
2018-02-23 02:00:00,2,23,2,0,0,0,0,2.4000000000000004,144.55,2018
2018-02-23 02:30:00,2,23,2,30,0,0,0,2.0,139.97,2018
2018-02-23 03:00:00,2,23,3,0,0,0,0,1.7000000000000002,134.86,2018
2018-02-23 03:30:00,2,23,3,30,0,0,0,1.6,129.4,2018
2018-02-23 04:00:00,2,23,4,0,0,0,0,1.5,123.71,2018
2018-02-23 04:30:00,2,23,4,30,0,0,0,1.5,117.87,2018
2018-02-23 05:00:00,2,23,5,0,0,0,0,1.4,111.94,2018
2018-02-23 05:30:00,2,23,5,30,0,0,0,1.4,105.98,2018
2018-02-23 06:00:00,2,23,6,0,0,0,0,1.3,100.02,2018
2018-02-23 06:30:00,2,23,6,30,0,0,0,2.6,94.09,2018
2018-02-23 07:00:00,2,23,7,0,16,13,71,4.0,87.93,2018
2018-02-23 07:30:00,2,23,7,30,79,45,260,5.4,82.38,2018
2018-02-23 08:00:00,2,23,8,0,204,51,671,6.800000000000001,76.85000000000001,2018
2018-02-23 08:30:00,2,23,8,30,306,61,773,7.6,71.5,2018
2018-02-23 09:00:00,2,23,9,0,404,67,841,8.3,66.41,2018
2018-02-23 09:30:00,2,23,9,30,494,74,886,9.0,61.67,2018
2018-02-23 10:00:00,2,23,10,0,574,79,918,9.6,57.38,2018
2018-02-23 10:30:00,2,23,10,30,641,83,942,10.2,53.65,2018
2018-02-23 11:00:00,2,23,11,0,693,86,957,10.7,50.620000000000005,2018
2018-02-23 11:30:00,2,23,11,30,730,88,967,11.1,48.42,2018
2018-02-23 12:00:00,2,23,12,0,750,89,972,11.5,47.18,2018
2018-02-23 12:30:00,2,23,12,30,752,91,968,11.7,46.96,2018
2018-02-23 13:00:00,2,23,13,0,738,94,958,12.0,47.79,2018
2018-02-23 13:30:00,2,23,13,30,706,92,947,12.1,49.61,2018
2018-02-23 14:00:00,2,23,14,0,657,90,928,12.2,52.32,2018
2018-02-23 14:30:00,2,23,14,30,596,87,905,12.0,55.77,2018
2018-02-23 15:00:00,2,23,15,0,522,83,874,11.8,59.85,2018
2018-02-23 15:30:00,2,23,15,30,436,77,831,11.8,64.41,2018
2018-02-23 16:00:00,2,23,16,0,341,70,770,10.8,69.37,2018
2018-02-23 16:30:00,2,23,16,30,241,60,681,8.9,74.62,2018
2018-02-23 17:00:00,2,23,17,0,139,48,530,7.0,80.08,2018
2018-02-23 17:30:00,2,23,17,30,49,29,259,6.0,85.66,2018
2018-02-23 18:00:00,2,23,18,0,3,4,21,5.0,91.66,2018
2018-02-23 18:30:00,2,23,18,30,0,0,0,4.7,97.56,2018
2018-02-23 19:00:00,2,23,19,0,0,0,0,4.4,103.5,2018
2018-02-23 19:30:00,2,23,19,30,0,0,0,4.2,109.46,2018
2018-02-23 20:00:00,2,23,20,0,0,0,0,3.9,115.39,2018
2018-02-23 20:30:00,2,23,20,30,0,0,0,3.7,121.26,2018
2018-02-23 21:00:00,2,23,21,0,0,0,0,3.6,127.0,2018
2018-02-23 21:30:00,2,23,21,30,0,0,0,3.5,132.54,2018
2018-02-23 22:00:00,2,23,22,0,0,0,0,3.4000000000000004,137.78,2018
2018-02-23 22:30:00,2,23,22,30,0,0,0,3.4000000000000004,142.57,2018
2018-02-23 23:00:00,2,23,23,0,0,0,0,3.3000000000000003,146.69,2018
2018-02-23 23:30:00,2,23,23,30,0,0,0,3.2,149.85,2018
2018-02-24 00:00:00,2,24,0,0,0,0,0,3.1,151.72,2018
2018-02-24 00:30:00,2,24,0,30,0,0,0,3.2,152.03,2018
2018-02-24 01:00:00,2,24,1,0,0,0,0,3.3000000000000003,150.73,2018
2018-02-24 01:30:00,2,24,1,30,0,0,0,3.2,148.03,2018
2018-02-24 02:00:00,2,24,2,0,0,0,0,3.1,144.23,2018
2018-02-24 02:30:00,2,24,2,30,0,0,0,2.9000000000000004,139.67000000000002,2018
2018-02-24 03:00:00,2,24,3,0,0,0,0,2.7,134.57,2018
2018-02-24 03:30:00,2,24,3,30,0,0,0,2.6,129.13,2018
2018-02-24 04:00:00,2,24,4,0,0,0,0,2.4000000000000004,123.45,2018
2018-02-24 04:30:00,2,24,4,30,0,0,0,2.3000000000000003,117.62,2018
2018-02-24 05:00:00,2,24,5,0,0,0,0,2.2,111.7,2018
2018-02-24 05:30:00,2,24,5,30,0,0,0,2.2,105.73,2018
2018-02-24 06:00:00,2,24,6,0,0,0,0,2.1,99.77,2018
2018-02-24 06:30:00,2,24,6,30,0,0,0,3.5,93.84,2018
2018-02-24 07:00:00,2,24,7,0,19,17,60,5.0,87.69,2018
2018-02-24 07:30:00,2,24,7,30,86,48,278,6.7,82.12,2018
2018-02-24 08:00:00,2,24,8,0,183,67,500,8.4,76.57000000000001,2018
2018-02-24 08:30:00,2,24,8,30,295,73,688,9.5,71.21000000000001,2018
2018-02-24 09:00:00,2,24,9,0,366,97,665,10.5,66.11,2018
2018-02-24 09:30:00,2,24,9,30,469,95,780,11.4,61.36,2018
2018-02-24 10:00:00,2,24,10,0,477,160,583,12.2,57.05,2018
2018-02-24 10:30:00,2,24,10,30,602,116,814,12.8,53.31,2018
2018-02-24 11:00:00,2,24,11,0,663,109,866,13.4,50.26,2018
2018-02-24 11:30:00,2,24,11,30,698,113,875,13.3,48.06,2018
2018-02-24 12:00:00,2,24,12,0,716,116,877,13.2,46.81,2018
2018-02-24 12:30:00,2,24,12,30,690,145,793,13.0,46.6,2018
2018-02-24 13:00:00,2,24,13,0,644,173,697,12.9,47.44,2018
2018-02-24 13:30:00,2,24,13,30,580,194,591,12.7,49.27,2018
2018-02-24 14:00:00,2,24,14,0,423,270,248,12.5,52.0,2018
2018-02-24 14:30:00,2,24,14,30,346,220,223,12.3,55.48,2018
2018-02-24 15:00:00,2,24,15,0,415,166,491,12.1,59.57,2018
2018-02-24 15:30:00,2,24,15,30,343,142,461,12.1,64.16,2018
2018-02-24 16:00:00,2,24,16,0,307,87,618,11.4,69.13,2018
2018-02-24 16:30:00,2,24,16,30,225,72,567,10.7,74.39,2018
2018-02-24 17:00:00,2,24,17,0,130,56,418,10.0,79.87,2018
2018-02-24 17:30:00,2,24,17,30,48,33,195,9.0,85.47,2018
2018-02-24 18:00:00,2,24,18,0,2,2,9,8.0,91.47,2018
2018-02-24 18:30:00,2,24,18,30,0,0,0,7.800000000000001,97.36,2018
2018-02-24 19:00:00,2,24,19,0,0,0,0,7.6,103.31,2018
2018-02-24 19:30:00,2,24,19,30,0,0,0,7.300000000000001,109.27,2018
2018-02-24 20:00:00,2,24,20,0,0,0,0,7.0,115.2,2018
2018-02-24 20:30:00,2,24,20,30,0,0,0,6.7,121.06,2018
2018-02-24 21:00:00,2,24,21,0,0,0,0,6.300000000000001,126.79,2018
2018-02-24 21:30:00,2,24,21,30,0,0,0,6.0,132.32,2018
2018-02-24 22:00:00,2,24,22,0,0,0,0,5.7,137.54,2018
2018-02-24 22:30:00,2,24,22,30,0,0,0,5.300000000000001,142.3,2018
2018-02-24 23:00:00,2,24,23,0,0,0,0,4.9,146.39,2018
2018-02-24 23:30:00,2,24,23,30,0,0,0,4.6000000000000005,149.52,2018
2018-02-25 00:00:00,2,25,0,0,0,0,0,4.4,151.36,2018
2018-02-25 00:30:00,2,25,0,30,0,0,0,4.2,151.66,2018
2018-02-25 01:00:00,2,25,1,0,0,0,0,4.0,150.37,2018
2018-02-25 01:30:00,2,25,1,30,0,0,0,3.8,147.68,2018
2018-02-25 02:00:00,2,25,2,0,0,0,0,3.7,143.9,2018
2018-02-25 02:30:00,2,25,2,30,0,0,0,3.5,139.36,2018
2018-02-25 03:00:00,2,25,3,0,0,0,0,3.3000000000000003,134.29,2018
2018-02-25 03:30:00,2,25,3,30,0,0,0,3.1,128.85,2018
2018-02-25 04:00:00,2,25,4,0,0,0,0,2.9000000000000004,123.18,2018
2018-02-25 04:30:00,2,25,4,30,0,0,0,2.6,117.36,2018
2018-02-25 05:00:00,2,25,5,0,0,0,0,2.3000000000000003,111.44,2018
2018-02-25 05:30:00,2,25,5,30,0,0,0,2.2,105.48,2018
2018-02-25 06:00:00,2,25,6,0,0,0,0,2.2,99.52,2018
2018-02-25 06:30:00,2,25,6,30,0,0,0,3.5,93.58,2018
2018-02-25 07:00:00,2,25,7,0,25,19,130,4.9,87.45,2018
2018-02-25 07:30:00,2,25,7,30,98,43,387,6.4,81.85000000000001,2018
2018-02-25 08:00:00,2,25,8,0,202,59,605,7.800000000000001,76.3,2018
2018-02-25 08:30:00,2,25,8,30,308,70,728,9.4,70.92,2018
2018-02-25 09:00:00,2,25,9,0,405,77,800,11.1,65.81,2018
2018-02-25 09:30:00,2,25,9,30,495,82,853,12.4,61.04,2018
