,50.0,100.0,200.0,400.0,800.0
0.1,0.22208173150909688,0.21228365248064768,0.23264884293454374,0.23421766297083027,0.16147060663076224
0.2,0.229817156922717,0.2299350718915314,0.23143312134939276,0.15870374885237576,0.236350832528015
0.5,0.22827520814966,0.2286423429297162,0.23059765505235616,0.23559290744448952,0.16294285063509711
1.0,0.15327004310265324,0.15436266493974427,0.23377602627444144,0.16067774294358908,0.23798471453799355
2.0,0.22845393719338236,0.23228468648084222,0.15893426018664347,0.160716777509538,0.16284614461919372
